# Minitial =  1.00 msun, Z = 0.0200, Mfinal = 0.564 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
    s32     32   0.0000000E+00  5.3929823E-04  5.3929823E-04  3.9654280E-04  3.9657217E-04 -3.2151565E-05
    s33     33   1.8189894E-12  4.3899581E-06  4.3899563E-06  3.2279104E-06  3.2281480E-06 -3.1970347E-05
    s34     34   8.7311491E-11  2.5454728E-04  2.5454719E-04  1.8716711E-04  1.8718094E-04 -3.2073902E-05
    s35     35   5.4041309E-20  5.4041309E-20  0.0000000E+00  3.9736257E-20  0.0000000E+00  0.0000000E+00
   fe54     54   2.1827873E-11  9.7166812E-05  9.7166791E-05  7.1446186E-05  7.1451461E-05 -3.2073902E-05
   fe55     55   2.6887841E-18  2.6887841E-18  0.0000000E+00  1.9770471E-18  0.0000000E+00  0.0000000E+00
   fe56     56   3.4924597E-10  1.5932062E-03  1.5932058E-03  1.1714752E-03  1.1715617E-03 -3.2073902E-05
   fe57     57  -1.0913936E-11  3.8909951E-05  3.8909962E-05  2.8610259E-05  2.8612385E-05 -3.2281005E-05
   fe58     58  -4.5474735E-13  5.0385906E-06  5.0385911E-06  3.7048460E-06  3.7051209E-06 -3.2229225E-05
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59  -9.0949470E-13  4.5764918E-06  4.5764928E-06  3.3650674E-06  3.3653175E-06 -3.2281005E-05
   co60     60   3.1936511E-38  3.1936511E-38  0.0000000E+00  2.3482728E-38  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58   1.4551915E-11  6.7378882E-05  6.7378867E-05  4.9543294E-05  4.9546954E-05 -3.2073902E-05
   ni59     59   2.6976728E-22  2.6976728E-22  0.0000000E+00  1.9835829E-22  0.0000000E+00  0.0000000E+00
   ni60     60   5.4569682E-12  2.6685300E-05  2.6685295E-05  1.9621544E-05  1.9622994E-05 -3.2073902E-05
   ni61     61   3.5544710E-06  4.7256694E-06  1.1711984E-06  3.4747568E-06  8.6123907E-07  6.0580069E-01
   ni62     62  -3.6127410E-06  1.7063927E-07  3.7833802E-06  1.2547005E-07  2.7821034E-06 -1.3458332E+00
# Minitial =  2.25 msun, Z = 0.0200, Mfinal = 0.660 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   5.3295693E-08  1.4351536E-07  9.0219672E-08  9.0261238E-08  5.6745975E-08  2.0156622E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.5053630E-02  1.0786533E+00  1.0937070E+00  6.7839837E-01  6.8791503E-01 -6.0500009E-03
      d      2   8.0596641E-18  8.0596641E-18  0.0000000E+00  5.0689715E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.8698589E-04  2.8698589E-04  0.0000000E+00  1.8049427E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.3496906E-02  4.7950003E-01  4.6600312E-01  3.0157235E-01  2.9310462E-01  1.2368851E-02
    li7      7   1.4065087E-09  4.3724420E-09  2.9659333E-09  2.7499636E-09  1.8655000E-09  1.6853169E-01
    be7      7   2.5217765E-13  2.5217765E-13  0.0000000E+00  1.5860230E-13  0.0000000E+00  0.0000000E+00
     b8      8   3.6989863E-25  3.6989863E-25  0.0000000E+00  2.3264065E-25  0.0000000E+00  0.0000000E+00
    c12     12  -6.4964266E-04  4.1759722E-03  4.8256149E-03  2.6263976E-03  3.0351942E-03 -6.2826000E-02
    c13     13   8.1724516E-05  1.3980143E-04  5.8076912E-05  8.7925429E-05  3.6528963E-05  3.8147712E-01
    c14     14   2.7410690E-10  2.7410690E-10  0.0000000E+00  1.7239429E-10  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.9323378E-03  3.6905988E-03  1.7582610E-03  2.3211315E-03  1.1059034E-03  3.2198253E-01
    n15     15  -3.3414763E-06  3.6022566E-06  6.9437328E-06  2.2655704E-06  4.3674390E-06 -2.8504929E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -2.0344462E-04  1.5067452E-02  1.5270896E-02  9.4763851E-03  9.6050221E-03 -5.8556697E-03
    o17     17   4.5280685E-05  5.1467356E-05  6.1866690E-06  3.2369408E-05  3.8912640E-06  9.2004406E-01
    o18     18  -8.2851366E-06  2.6203870E-05  3.4489007E-05  1.6480422E-05  2.1692746E-05 -1.1934619E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   9.1062304E-08  7.3585437E-07  6.4479207E-07  4.6280152E-07  4.0555850E-07  5.7341285E-02
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -4.1536987E-07  2.5772757E-03  2.5776911E-03  1.6209282E-03  1.6213050E-03 -1.0094112E-04
   ne21     21   2.8287559E-08  6.5984541E-06  6.5701665E-06  4.1499716E-06  4.1324747E-06  1.8349022E-03
   ne22     22   5.9571612E-05  2.6687139E-04  2.0729977E-04  1.6784365E-04  1.3038651E-04  1.0967225E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   8.0152297E-27  8.0152297E-27  0.0000000E+00  5.0410253E-27  0.0000000E+00  0.0000000E+00
   na23     23   1.4454570E-05  6.7620305E-05  5.3165735E-05  4.2528496E-05  3.3439956E-05  1.0441431E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   9.5868018E-08  8.1991759E-04  8.1982173E-04  5.1567145E-04  5.1564793E-04  1.9828200E-05
   mg25     25  -1.4916441E-07  1.0759416E-04  1.0774333E-04  6.7669287E-05  6.7767927E-05 -6.3259585E-04
   mg26     26   1.9180879E-07  1.2377748E-04  1.2358568E-04  7.7847479E-05  7.7732388E-05  6.4253190E-04
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   1.1385115E-07  1.1385115E-07  0.0000000E+00  7.1604504E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.6613270E-07  9.2719536E-05  9.2453403E-05  5.8314177E-05  5.8150938E-05  1.2174177E-03
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.2095552E-07  1.0402692E-03  1.0401482E-03  6.5425737E-04  6.5422792E-04  1.9569352E-05
   si29     29   1.2445525E-08  5.4581124E-05  5.4568678E-05  3.4327753E-05  3.4322369E-05  6.8126523E-05
   si30     30   2.1009328E-08  3.7486992E-05  3.7465983E-05  2.3576726E-05  2.3565191E-05  2.1252358E-04
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   7.5142559E-18  7.5142559E-18  0.0000000E+00  4.7259475E-18  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   3.7089194E-09  1.2993848E-05  1.2990139E-05  8.1722319E-06  8.1704811E-06  9.3075971E-05
    p32     32   1.9182460E-21  1.9182460E-21  0.0000000E+00  1.2064440E-21  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32   5.3900294E-08  6.3055870E-04  6.3050480E-04  3.9657782E-04  3.9657217E-04  6.1608166E-06
    s33     33   6.8253030E-09  5.1392144E-06  5.1323891E-06  3.2322105E-06  3.2281480E-06  5.4621272E-04
    s34     34   3.4546247E-08  2.9763099E-04  2.9759645E-04  1.8718932E-04  1.8718094E-04  1.9465813E-05
    s35     35   7.4854378E-10  7.4854378E-10  0.0000000E+00  4.7078230E-10  0.0000000E+00  0.0000000E+00
   fe54     54  -3.7609425E-08  1.1356211E-04  1.1359972E-04  7.1422714E-05  7.1451461E-05 -1.7476546E-04
   fe55     55   3.6412501E-08  3.6412501E-08  0.0000000E+00  2.2900945E-08  0.0000000E+00  0.0000000E+00
   fe56     56   1.1990778E-08  1.8626623E-03  1.8626503E-03  1.1714858E-03  1.1715617E-03 -2.8138958E-05
   fe57     57   1.6565536E-07  4.5656107E-05  4.5490451E-05  2.8714534E-05  2.8612385E-05  1.5477049E-03
   fe58     58   6.1862465E-08  5.9525846E-06  5.8907222E-06  3.7437642E-06  3.7051209E-06  4.5061205E-03
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   9.0421524E-12  9.0421524E-12  0.0000000E+00  5.6868885E-12  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   2.0225798E-08  5.3706995E-06  5.3504737E-06  3.3777985E-06  3.3653175E-06  1.6076973E-03
   co60     60   3.1776137E-17  3.1776137E-17  0.0000000E+00  1.9984993E-17  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -2.4854671E-08  7.8749188E-05  7.8774043E-05  4.9527793E-05  4.9546954E-05 -1.6798064E-04
   ni59     59   7.1026025E-09  7.1026025E-09  0.0000000E+00  4.4670458E-09  0.0000000E+00  0.0000000E+00
   ni60     60   2.8267095E-09  3.1201162E-05  3.1198335E-05  1.9623372E-05  1.9622994E-05  8.3869727E-06
   ni61     61   3.2550174E-06  4.6242899E-06  1.3692726E-06  2.9083585E-06  8.6123907E-07  5.2852422E-01
   ni62     62  -3.2942721E-06  1.1289571E-06  4.4232293E-06  7.1003598E-07  2.7821034E-06 -5.9309292E-01
# Minitial =  2.50 msun, Z = 0.0200, Mfinal = 0.663 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   7.2756592E-08  1.7699182E-07  1.0423523E-07  9.6348295E-08  5.6745975E-08  2.2990897E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.0032039E-02  1.2335814E+00  1.2636135E+00  6.7151958E-01  6.8791503E-01 -1.0476107E-02
      d      2   1.0277051E-17  1.0277051E-17  0.0000000E+00  5.5944752E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.6059625E-04  2.6059625E-04  0.0000000E+00  1.4185969E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.3471355E-02  5.6186771E-01  5.3839636E-01  3.0586156E-01  2.9310462E-01  1.8502256E-02
    li7      7   1.5423041E-09  4.9689928E-09  3.4266887E-09  2.7049498E-09  1.8655000E-09  1.6136397E-01
    be7      7   6.9864023E-14  6.9864023E-14  0.0000000E+00  3.8031586E-14  0.0000000E+00  0.0000000E+00
     b8      8   6.2606430E-26  6.2606430E-26  0.0000000E+00  3.4080800E-26  0.0000000E+00  0.0000000E+00
    c12     12   3.8185860E-03  9.3938569E-03  5.5752709E-03  5.1136944E-03  3.0351942E-03  2.2654828E-01
    c13     13   8.9607907E-05  1.5670703E-04  6.7099121E-05  8.5305946E-05  3.6528963E-05  3.6834198E-01
    c14     14   2.1592190E-09  2.1592190E-09  0.0000000E+00  1.1754050E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.2742271E-03  4.3056328E-03  2.0314057E-03  2.3438393E-03  1.1059034E-03  3.2621065E-01
    n15     15  -3.8221588E-06  4.2002775E-06  8.0224363E-06  2.2864874E-06  4.3674390E-06 -2.8105801E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -4.1197985E-04  1.7231239E-02  1.7643219E-02  9.3800975E-03  9.6050221E-03 -1.0291024E-02
    o17     17   4.3190565E-05  5.0338327E-05  7.1477634E-06  2.7402464E-05  3.8912640E-06  8.4769893E-01
    o18     18  -9.8207129E-06  3.0026134E-05  3.9846847E-05  1.6345200E-05  2.1692746E-05 -1.2292428E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   7.5978323E-07  1.5047432E-06  7.4495995E-07  8.1913072E-07  4.0555850E-07  3.0529970E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -2.4433248E-06  2.9756902E-03  2.9781335E-03  1.6198640E-03  1.6213050E-03 -3.8615731E-04
   ne21     21   6.2628715E-08  7.6534661E-06  7.5908374E-06  4.1662852E-06  4.1324747E-06  3.5388065E-03
   ne22     22   4.7336606E-04  7.1286969E-04  2.3950363E-04  3.8806189E-04  1.3038651E-04  4.7366834E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   7.4453521E-25  7.4453521E-25  0.0000000E+00  4.0529950E-25  0.0000000E+00  0.0000000E+00
   na23     23   2.3369874E-05  8.4794869E-05  6.1424995E-05  4.6159428E-05  3.3439956E-05  1.3999474E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   6.3912012E-08  9.4724435E-04  9.4718044E-04  5.1564747E-04  5.1564793E-04 -3.8828972E-07
   mg25     25   5.8799924E-07  1.2506917E-04  1.2448117E-04  6.8083384E-05  6.7767927E-05  2.0169516E-03
   mg26     26   1.8918799E-06  1.4467651E-04  1.4278463E-04  7.8756944E-05  7.7732388E-05  5.6868717E-03
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.4031135E-07  2.4031135E-07  0.0000000E+00  1.3081728E-07  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.2342425E-06  1.0805021E-04  1.0681597E-04  5.8818841E-05  5.8150938E-05  4.9597458E-03
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   6.9150701E-08  1.2018036E-03  1.2017344E-03  6.5422076E-04  6.5422792E-04 -4.7630442E-06
   si29     29   6.1801984E-08  6.3107684E-05  6.3045882E-05  3.4353667E-05  3.4322369E-05  3.9582310E-04
   si30     30   1.3801036E-07  4.3424305E-05  4.3286294E-05  2.3638708E-05  2.3565191E-05  1.3527626E-03
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   1.5658792E-16  1.5658792E-16  0.0000000E+00  8.5241114E-17  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.7375896E-08  1.5025524E-05  1.5008148E-05  8.1793814E-06  8.1704811E-06  4.7283448E-04
    p32     32   3.9973901E-20  3.9973901E-20  0.0000000E+00  2.1760426E-20  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -1.0547228E-07  7.2834780E-04  7.2845328E-04  3.9648765E-04  3.9657217E-04 -9.2578091E-05
    s33     33   4.9016762E-08  5.9787189E-06  5.9297022E-06  3.2546102E-06  3.2281480E-06  3.5455332E-03
    s34     34   2.5320332E-08  3.4385320E-04  3.4382788E-04  1.8718193E-04  1.8718094E-04  2.2779593E-06
    s35     35   6.0799192E-09  6.0799192E-09  0.0000000E+00  3.3097001E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -3.7436257E-07  1.3087300E-04  1.3124736E-04  7.1242786E-05  7.1451461E-05 -1.2702164E-03
   fe55     55   2.6070921E-07  2.6070921E-07  0.0000000E+00  1.4192118E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -1.5031546E-06  2.1505083E-03  2.1520115E-03  1.1706632E-03  1.1715617E-03 -3.3320254E-04
   fe57     57   1.2790115E-06  5.3836371E-05  5.2557360E-05  2.9306681E-05  2.8612385E-05  1.0412556E-02
   fe58     58   5.2428459E-07  7.3301262E-06  6.8058416E-06  3.9902702E-06  3.7051209E-06  3.2199945E-02
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   2.3210811E-10  2.3210811E-10  0.0000000E+00  1.2635172E-10  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   1.5699788E-07  6.3386633E-06  6.1816654E-06  3.4505515E-06  3.3653175E-06  1.0862482E-02
   co60     60   8.1568299E-16  8.1568299E-16  0.0000000E+00  4.4402992E-16  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -2.5544432E-07  9.0756090E-05  9.1011534E-05  4.9404513E-05  4.9546954E-05 -1.2503302E-03
   ni59     59   4.3815056E-08  4.3815056E-08  0.0000000E+00  2.3851419E-08  0.0000000E+00  0.0000000E+00
   ni60     60   4.0781742E-09  3.6049052E-05  3.6044974E-05  1.9623871E-05  1.9622994E-05  1.9414043E-05
   ni61     61   4.4695867E-06  6.0515745E-06  1.5819879E-06  3.2942703E-06  8.6123907E-07  5.8263552E-01
   ni62     62  -4.4347294E-06  6.7564486E-07  5.1103743E-06  3.6779795E-07  2.7821034E-06 -8.7876391E-01
# Minitial =  3.00 msun, Z = 0.0200, Mfinal = 0.682 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.1149841E-07  2.4302702E-07  1.3152861E-07  1.0484340E-07  5.6745975E-08  2.6660603E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -6.9526196E-02  1.5249571E+00  1.5944833E+00  6.5787619E-01  6.8791503E-01 -1.9390622E-02
      d      2   1.3659248E-17  1.3659248E-17  0.0000000E+00  5.8926866E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.2231706E-04  2.2231706E-04  0.0000000E+00  9.5908996E-05  0.0000000E+00  0.0000000E+00
    he4      4   5.1594019E-02  7.3096633E-01  6.7937231E-01  3.1534353E-01  2.9310462E-01  3.1761255E-02
    li7      7   1.0126753E-09  5.3366227E-09  4.3239474E-09  2.3022531E-09  1.8655000E-09  9.1357820E-02
    be7      7   2.7952978E-14  2.7952978E-14  0.0000000E+00  1.2059093E-14  0.0000000E+00  0.0000000E+00
     b8      8   3.9614005E-28  3.9614005E-28  0.0000000E+00  1.7089735E-28  0.0000000E+00  0.0000000E+00
    c12     12   1.3704421E-02  2.0739544E-02  7.0351227E-03  8.9471713E-03  3.0351942E-03  4.6949929E-01
    c13     13   1.0969537E-04  1.9436399E-04  8.4668623E-05  8.3849867E-05  3.6528963E-05  3.6086503E-01
    c14     14   7.5720479E-09  7.5720479E-09  0.0000000E+00  3.2666296E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.0932520E-03  5.6565693E-03  2.5633173E-03  2.4402800E-03  1.1059034E-03  3.4372246E-01
    n15     15  -5.0412418E-06  5.0818235E-06  1.0123065E-05  2.1923311E-06  4.3674390E-06 -2.9932070E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.1189766E-03  2.1144016E-02  2.2262992E-02  9.1216629E-03  9.6050221E-03 -2.2424359E-02
    o17     17   4.6744273E-05  5.5763638E-05  9.0193635E-06  2.4056788E-05  3.8912640E-06  7.9114693E-01
    o18     18  -1.3684017E-05  3.6596495E-05  5.0280512E-05  1.5787960E-05  2.1692746E-05 -1.3798851E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.4087045E-06  4.3487280E-06  9.4002343E-07  1.8760689E-06  4.0555850E-07  6.6519529E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -7.4109994E-07  3.7571993E-03  3.7579404E-03  1.6208797E-03  1.6213050E-03 -1.1393909E-04
   ne21     21   4.6153400E-07  1.0039988E-05  9.5784535E-06  4.3313144E-06  4.1324747E-06  2.0409487E-02
   ne22     22   1.8091828E-03  2.1113991E-03  3.0221627E-04  9.1087102E-04  1.3038651E-04  8.4422421E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.4222218E-22  2.4222218E-22  0.0000000E+00  1.0449619E-22  0.0000000E+00  0.0000000E+00
   na23     23   5.0942101E-05  1.2845088E-04  7.7508776E-05  5.5414526E-05  3.3439956E-05  2.1935794E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -2.0174775E-07  1.1949923E-03  1.1951941E-03  5.1552732E-04  5.1564793E-04 -1.0158843E-04
   mg25     25   1.0766817E-05  1.6784266E-04  1.5707585E-04  7.2408395E-05  6.7767927E-05  2.8764708E-02
   mg26     26   1.3568293E-05  1.9374024E-04  1.8017195E-04  8.3580773E-05  7.7732388E-05  3.1504359E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.8135560E-07  2.8135560E-07  0.0000000E+00  1.2137859E-07  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   3.8258440E-06  1.3861095E-04  1.3478511E-04  5.9797647E-05  5.8150938E-05  1.2127358E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   8.3819032E-09  1.5164100E-03  1.5164017E-03  6.5418897E-04  6.5422792E-04 -2.5860852E-05
   si29     29   3.6603888E-07  7.9920115E-05  7.9554076E-05  3.4478046E-05  3.4322369E-05  1.9653649E-03
   si30     30   7.7025834E-07  5.5390818E-05  5.4620559E-05  2.3895951E-05  2.3565191E-05  6.0533481E-03
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   3.6738064E-15  3.6738064E-15  0.0000000E+00  1.5849035E-15  0.0000000E+00  0.0000000E+00
