# Minitial =  1.00 msun, Z = 0.0200, Mfinal = 0.564 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   2.0680018E-06  2.3885430E-03  2.3864750E-03  6.5475411E-04  6.5422792E-04  3.4916485E-04
   si29     29   1.5004625E-06  1.2670069E-04  1.2520023E-04  3.4731547E-05  3.4322369E-05  5.1468853E-03
   si30     30   3.3774704E-06  8.9337947E-05  8.5960477E-05  2.4489569E-05  2.3565191E-05  1.6710175E-02
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   2.1223813E-12  2.1223813E-12  0.0000000E+00  5.8179313E-13  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   4.3251021E-07  3.0236573E-05  2.9804063E-05  8.2885344E-06  8.1704811E-06  6.2301164E-03
    p32     32   5.4180335E-16  5.4180335E-16  0.0000000E+00  1.4852066E-16  0.0000000E+00  0.0000000E+00
    p33     33   2.6094121E-29  2.6094121E-29  0.0000000E+00  7.1529933E-30  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.8749928E-06  1.4437303E-03  1.4466053E-03  3.9575942E-04  3.9657217E-04 -8.9097646E-04
    s33     33   1.7591083E-07  1.1951463E-05  1.1775552E-05  3.2761684E-06  3.2281480E-06  6.4127822E-03
    s34     34   8.6438376E-08  6.8288005E-04  6.8279362E-04  1.8719300E-04  1.8718094E-04  2.8007715E-05
    s35     35   1.2477376E-07  1.2477376E-07  0.0000000E+00  3.4203335E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -2.7003116E-06  2.5793840E-04  2.6063871E-04  7.0706796E-05  7.1451461E-05 -4.5499648E-03
   fe55     55   4.3256841E-07  4.3256841E-07  0.0000000E+00  1.1857687E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -2.4126377E-05  4.2494647E-03  4.2735911E-03  1.1648752E-03  1.1715617E-03 -2.4857332E-03
   fe57     57   6.5229033E-06  1.1089440E-04  1.0437149E-04  3.0398684E-05  2.8612385E-05  2.6300725E-02
   fe58     58   1.3593409E-05  2.7108850E-05  1.3515441E-05  7.4311542E-06  3.7051209E-06  3.0225393E-01
   fe59     59   1.5983650E-30  1.5983650E-30  0.0000000E+00  4.3814831E-31  0.0000000E+00  0.0000000E+00
   fe60     60   1.3121596E-06  1.3121596E-06  0.0000000E+00  3.5969288E-07  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   3.3257884E-06  1.5601703E-05  1.2275915E-05  4.2767829E-06  3.3653175E-06  1.0409114E-01
   co60     60   5.1347867E-12  5.1347867E-12  0.0000000E+00  1.4075621E-12  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.9584986E-06  1.7877755E-04  1.8073605E-04  4.9007005E-05  4.9546954E-05 -4.7587869E-03
   ni59     59   1.0901834E-07  1.0901834E-07  0.0000000E+00  2.9884415E-08  0.0000000E+00  0.0000000E+00
   ni60     60   9.2805567E-07  7.2508286E-05  7.1580231E-05  1.9876175E-05  1.9622994E-05  5.5675399E-03
   ni61     61   1.4186970E-05  1.7328575E-05  3.1416048E-06  4.7501576E-06  8.6123907E-07  7.4158430E-01
   ni62     62  -1.0136855E-05  1.1626532E-08  1.0148482E-05  3.1870975E-09  2.7821034E-06 -2.9409778E+00
# Minitial =  5.00 msun, Z = 0.0200, Mfinal = 0.879 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   4.4718743E-07  6.8102332E-07  2.3383589E-07  1.6525682E-07  5.6745975E-08  4.6422434E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.8210173E-01  2.6526232E+00  2.8347249E+00  6.4368439E-01  6.8791503E-01 -2.8861823E-02
      d      2   2.0493347E-17  2.0493347E-17  0.0000000E+00  4.9729064E-18  0.0000000E+00  0.0000000E+00
    he3      3   8.2513085E-05  8.2513085E-05  0.0000000E+00  2.0022590E-05  0.0000000E+00  0.0000000E+00
    he4      4   1.6751575E-01  1.3753262E+00  1.2078104E+00  3.3373603E-01  2.9310462E-01  5.6380454E-02
    li7      7   1.6384959E-08  2.4072216E-08  7.6872562E-09  5.8413532E-09  1.8655000E-09  4.9571824E-01
    be7      7   3.4971883E-08  3.4971883E-08  0.0000000E+00  8.4862615E-09  0.0000000E+00  0.0000000E+00
     b8      8   1.1355082E-23  1.1355082E-23  0.0000000E+00  2.7554194E-24  0.0000000E+00  0.0000000E+00
    c12     12   2.8058589E-03  1.5313132E-02  1.2507273E-02  3.7158779E-03  3.0351942E-03  8.7874964E-02
    c13     13   2.3990043E-03  2.5495309E-03  1.5052667E-04  6.1866804E-04  3.6528963E-05  1.2288203E+00
    c14     14   2.8147257E-08  2.8147257E-08  0.0000000E+00  6.8302008E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.1868950E-02  1.6426099E-02  4.5571495E-03  3.9859503E-03  1.1059034E-03  5.5681467E-01
    n15     15  -1.7645554E-05  3.5156333E-07  1.7997118E-05  8.5310205E-08  4.3674390E-06 -1.7092259E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -3.6415346E-03  3.5938345E-02  3.9579879E-02  8.7207826E-03  9.6050221E-03 -4.1942921E-02
    o17     17   3.8953483E-05  5.4988403E-05  1.6034921E-05  1.3343461E-05  3.8912640E-06  5.3517783E-01
    o18     18  -8.8505869E-05  8.8449030E-07  8.9390356E-05  2.1463003E-07  2.1692746E-05 -2.0046241E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.9311406E-06  3.6023453E-06  1.6712046E-06  8.7414350E-07  4.0555850E-07  3.3352923E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -8.6394139E-06  6.6723512E-03  6.6809906E-03  1.6191098E-03  1.6213050E-03 -5.8842410E-04
   ne21     21   5.1854495E-06  2.2214339E-05  1.7028889E-05  5.3905219E-06  4.1324747E-06  1.1542063E-01
   ne22     22   8.7893405E-04  1.4162241E-03  5.3729001E-04  3.4366030E-04  1.3038651E-04  4.2089668E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.5760291E-11  3.5760291E-11  0.0000000E+00  8.6775760E-12  0.0000000E+00  0.0000000E+00
   na23     23   8.9715104E-05  2.2751275E-04  1.3779764E-04  5.5208144E-05  3.3439956E-05  2.1773745E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -2.2447202E-05  2.1024081E-03  2.1248553E-03  5.1016943E-04  5.1564793E-04 -4.6388605E-03
   mg25     25   5.7120254E-05  3.3637485E-04  2.7925460E-04  8.1624574E-05  6.7767927E-05  8.0796733E-02
   mg26     26   1.1291559E-04  4.3323121E-04  3.2031562E-04  1.0512769E-04  7.7732388E-05  1.3111514E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   5.9328022E-07  5.9328022E-07  0.0000000E+00  1.4396511E-07  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.3642304E-05  2.5326770E-04  2.3962540E-04  6.1457831E-05  5.8150938E-05  2.4020487E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   3.3699907E-06  2.6992788E-03  2.6959088E-03  6.5500580E-04  6.5422792E-04  5.1606656E-04
   si29     29   1.6814301E-06  1.4311528E-04  1.4143385E-04  3.4728291E-05  3.4322369E-05  5.1061586E-03
   si30     30   3.7196005E-06  1.0082583E-04  9.7106225E-05  2.4466350E-05  2.3565191E-05  1.6298188E-02
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   3.1991913E-12  3.1991913E-12  0.0000000E+00  7.7631434E-13  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   5.1864481E-07  3.4187142E-05  3.3668497E-05  8.2958368E-06  8.1704811E-06  6.6125542E-03
    p32     32   8.1669223E-16  8.1669223E-16  0.0000000E+00  1.9817818E-16  0.0000000E+00  0.0000000E+00
    p33     33   1.8566409E-29  1.8566409E-29  0.0000000E+00  4.5053166E-30  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -3.2059615E-06  1.6309682E-03  1.6341741E-03  3.9577001E-04  3.9657217E-04 -8.7935588E-04
    s33     33   1.6120703E-07  1.3463593E-05  1.3302386E-05  3.2670696E-06  3.2281480E-06  5.2049505E-03
    s34     34   3.7834980E-08  7.7136338E-04  7.7132555E-04  1.8717870E-04  1.8718094E-04 -5.2031110E-06
    s35     35   1.3695055E-07  1.3695055E-07  0.0000000E+00  3.3232361E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -2.6985072E-06  2.9173499E-04  2.9443350E-04  7.0792288E-05  7.1451461E-05 -4.0251743E-03
   fe55     55   3.6583288E-07  3.6583288E-07  0.0000000E+00  8.8772843E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -2.5529880E-05  4.8021809E-03  4.8277108E-03  1.1652951E-03  1.1715617E-03 -2.3292159E-03
   fe57     57   5.9144513E-06  1.2381890E-04  1.1790445E-04  3.0045840E-05  2.8612385E-05  2.1230301E-02
   fe58     58   1.3880901E-05  2.9148772E-05  1.5267871E-05  7.0732281E-06  3.7051209E-06  2.8081527E-01
   fe59     59   2.5103355E-27  2.5103355E-27  0.0000000E+00  6.0915691E-28  0.0000000E+00  0.0000000E+00
   fe60     60   1.6553116E-06  1.6553116E-06  0.0000000E+00  4.0167720E-07  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   3.5925614E-06  1.7460188E-05  1.3867627E-05  4.2368815E-06  3.3653175E-06  1.0002028E-01
   co60     60   1.8019398E-11  1.8019398E-11  0.0000000E+00  4.3725791E-12  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.9454455E-06  2.0222510E-04  2.0417054E-04  4.9071852E-05  4.9546954E-05 -4.1844998E-03
   ni59     59   9.0929049E-08  9.0929049E-08  0.0000000E+00  2.2064803E-08  0.0000000E+00  0.0000000E+00
   ni60     60   1.0280710E-06  8.1889491E-05  8.0861420E-05  1.9871268E-05  1.9622994E-05  5.4602930E-03
   ni61     61   1.6303247E-05  1.9852198E-05  3.5489497E-06  4.8173256E-06  8.6123907E-07  7.4768227E-01
   ni62     62  -1.1451009E-05  1.3339656E-08  1.1464348E-05  3.2369951E-09  2.7821034E-06 -2.9342313E+00
# Minitial =  5.50 msun, Z = 0.0200, Mfinal = 0.900 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.0738543E-06  1.3348700E-06  2.6101580E-07  2.9018915E-07  5.6745975E-08  7.0874608E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.7536535E-01  2.8888535E+00  3.1642189E+00  6.2801164E-01  6.8791503E-01 -3.9567113E-02
      d      2   2.1902270E-17  2.1902270E-17  0.0000000E+00  4.7613633E-18  0.0000000E+00  0.0000000E+00
    he3      3   7.2914613E-06  7.2914613E-06  0.0000000E+00  1.5851003E-06  0.0000000E+00  0.0000000E+00
    he4      4   2.5146484E-01  1.5996650E+00  1.3482002E+00  3.4775329E-01  2.9310462E-01  7.4248567E-02
    li7      7   3.6722660E-09  1.2253049E-08  8.5807832E-09  2.6637064E-09  1.8655000E-09  1.5469110E-01
    be7      7   1.7811663E-08  1.7811663E-08  0.0000000E+00  3.8721009E-09  0.0000000E+00  0.0000000E+00
     b8      8   4.9180732E-24  4.9180732E-24  0.0000000E+00  1.0691463E-24  0.0000000E+00  0.0000000E+00
    c12     12  -6.4643733E-03  7.4966811E-03  1.3961054E-02  1.6297133E-03  3.0351942E-03 -2.7007529E-01
    c13     13   5.9842208E-04  7.6644518E-04  1.6802312E-04  1.6661853E-04  3.6528963E-05  6.5908593E-01
    c14     14   2.5392032E-08  2.5392032E-08  0.0000000E+00  5.5200071E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.3982065E-02  3.9068915E-02  5.0868494E-03  8.4932428E-03  1.1059034E-03  8.8535631E-01
    n15     15  -1.9292411E-05  7.9659912E-07  2.0089010E-05  1.7317373E-07  4.3674390E-06 -1.4017448E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -5.9875026E-03  3.8192943E-02  4.4180445E-02  8.3028134E-03  9.6050221E-03 -6.3273102E-02
    o17     17   6.5716325E-05  8.3615065E-05  1.7898739E-05  1.8177188E-05  3.8912640E-06  6.6943604E-01
    o18     18  -9.9151795E-05  6.2883998E-07  9.9780635E-05  1.3670434E-07  2.1692746E-05 -2.2005322E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.2392188E-07  2.1893786E-06  1.8654567E-06  4.7595188E-07  4.0555850E-07  6.9509551E-02
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -6.5225177E-06  7.4510318E-03  7.4575543E-03  1.6197895E-03  1.6213050E-03 -4.0613362E-04
   ne21     21  -1.7143713E-05  1.8645276E-06  1.9008241E-05  4.0533209E-07  4.1324747E-06 -1.0083992E+00
   ne22     22   1.3008111E-03  1.9005529E-03  5.9974188E-04  4.1316368E-04  1.3038651E-04  5.0088942E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.2230479E-10  1.2230479E-10  0.0000000E+00  2.6587999E-11  0.0000000E+00  0.0000000E+00
   na23     23   1.1187007E-04  2.6568462E-04  1.5381454E-04  5.7757527E-05  3.3439956E-05  2.3734291E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -3.8805418E-05  2.3330324E-03  2.3718379E-03  5.0718099E-04  5.1564793E-04 -7.1903141E-03
   mg25     25   1.4545268E-04  4.5716640E-04  3.1171372E-04  9.9384000E-05  6.7767927E-05  1.6629228E-01
   mg26     26   2.6879981E-04  6.2634726E-04  3.5754745E-04  1.3616245E-04  7.7732388E-05  2.4345534E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.5852269E-06  2.5852269E-06  0.0000000E+00  5.6200588E-07  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.4487439E-05  2.9196567E-04  2.6747823E-04  6.3470798E-05  5.8150938E-05  3.8017210E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.1283206E-05  3.0205508E-03  3.0092676E-03  6.5664150E-04  6.5422792E-04  1.5992380E-03
   si29     29   3.9989973E-06  1.6187241E-04  1.5787341E-04  3.5189652E-05  3.4322369E-05  1.0837738E-02
   si30     30   8.5095453E-06  1.1690290E-04  1.0839335E-04  2.5413674E-05  2.3565191E-05  3.2796498E-02
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   1.3405524E-11  1.3405524E-11  0.0000000E+00  2.9142444E-12  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.4166835E-06  3.8998638E-05  3.7581955E-05  8.4779649E-06  8.1704811E-06  1.6044000E-02
    p32     32   3.4221740E-15  3.4221740E-15  0.0000000E+00  7.4395089E-16  0.0000000E+00  0.0000000E+00
    p33     33   3.2500603E-25  3.2500603E-25  0.0000000E+00  7.0653489E-26  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -6.5360218E-06  1.8175862E-03  1.8241223E-03  3.9512746E-04  3.9657217E-04 -1.5850133E-03
    s33     33   2.1439701E-07  1.5062984E-05  1.4848587E-05  3.2745618E-06  3.2281480E-06  6.1997497E-03
    s34     34   1.8981518E-07  8.6117029E-04  8.6098048E-04  1.8721094E-04  1.8718094E-04  6.9627677E-05
    s35     35   3.0923505E-07  3.0923505E-07  0.0000000E+00  6.7225010E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -4.5354536E-06  3.2412150E-04  3.2865696E-04  7.0461196E-05  7.1451461E-05 -6.0611046E-03
   fe55     55   4.2869235E-07  4.2869235E-07  0.0000000E+00  9.3193989E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -4.8796646E-05  5.3400630E-03  5.3888597E-03  1.1608833E-03  1.1715617E-03 -3.9765807E-03
   fe57     57   7.2720723E-06  1.3888112E-04  1.3160905E-04  3.0191548E-05  2.8612385E-05  2.3331340E-02
   fe58     58   2.4472734E-05  4.1515264E-05  1.7042530E-05  9.0250578E-06  3.7051209E-06  3.8664758E-01
   fe59     59   1.5295933E-25  1.5295933E-25  0.0000000E+00  3.3252028E-26  0.0000000E+00  0.0000000E+00
   fe60     60   5.6488143E-06  5.6488143E-06  0.0000000E+00  1.2280032E-06  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   7.5940297E-06  2.3073560E-05  1.5479531E-05  5.0159915E-06  3.3653175E-06  1.7333077E-01
   co60     60   2.1456999E-11  2.1456999E-11  0.0000000E+00  4.6645652E-12  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -3.1802920E-06  2.2472201E-04  2.2790230E-04  4.8852613E-05  4.9546954E-05 -6.1291754E-03
   ni59     59   6.0413420E-08  6.0413420E-08  0.0000000E+00  1.3133352E-08  0.0000000E+00  0.0000000E+00
   ni60     60   2.1051310E-06  9.2365473E-05  9.0260342E-05  2.0079451E-05  1.9622994E-05  9.9865533E-03
   ni61     61   2.5340734E-05  2.9302195E-05  3.9614615E-06  6.3700427E-06  8.6123907E-07  8.6901861E-01
   ni62     62  -1.2780724E-05  1.6182049E-08  1.2796906E-05  3.5178369E-09  2.7821034E-06 -2.8980975E+00
# Minitial =  6.00 msun, Z = 0.0200, Mfinal = 0.929 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.1030306E-06  1.3907724E-06  2.8774173E-07  2.7425997E-07  5.6745975E-08  6.8422735E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.5153508E-01  3.1366744E+00  3.4882095E+00  6.1855143E-01  6.8791503E-01 -4.6158981E-02
      d      2   2.3496643E-17  2.3496643E-17  0.0000000E+00  4.6335324E-18  0.0000000E+00  0.0000000E+00
    he3      3   4.2861561E-06  4.2861561E-06  0.0000000E+00  8.4522895E-07  0.0000000E+00  0.0000000E+00
    he4      4   3.3132911E-01  1.8175741E+00  1.4862450E+00  3.5842517E-01  2.9310462E-01  8.7375842E-02
    li7      7  -5.2216897E-10  8.9372181E-09  9.4593871E-09  1.7624172E-09  1.8655000E-09 -2.4686519E-02
    be7      7   1.3017448E-08  1.3017448E-08  0.0000000E+00  2.5670375E-09  0.0000000E+00  0.0000000E+00
     b8      8   4.0454085E-24  4.0454085E-24  0.0000000E+00  7.9775359E-25  0.0000000E+00  0.0000000E+00
    c12     12  -9.8591922E-03  5.5313623E-03  1.5390554E-02  1.0907833E-03  3.0351942E-03 -4.4444805E-01
    c13     13   5.5452099E-04  7.3974836E-04  1.8522736E-04  1.4587819E-04  3.6528963E-05  6.0135305E-01
    c14     14   1.5680795E-08  1.5680795E-08  0.0000000E+00  3.0922491E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.6215514E-02  4.1823216E-02  5.6077023E-03  8.2475282E-03  1.1059034E-03  8.7260664E-01
    n15     15  -2.1228854E-05  9.1711172E-07  2.2145965E-05  1.8085422E-07  4.3674390E-06 -1.3828982E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -8.0333613E-03  4.0670808E-02  4.8704170E-02  8.0202734E-03  9.6050221E-03 -7.8309201E-02
    o17     17   8.2872415E-05  1.0260384E-04  1.9731426E-05  2.0233452E-05  3.8912640E-06  7.1597934E-01
    o18     18  -1.0929427E-04  7.0309557E-07  1.0999737E-04  1.3865028E-07  2.1692746E-05 -2.1943939E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19  -8.1328005E-07  1.2431848E-06  2.0564648E-06  2.4515575E-07  4.0555850E-07 -2.1861140E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.3670884E-05  8.2074776E-03  8.2211485E-03  1.6185126E-03  1.6213050E-03 -7.4864581E-04
   ne21     21  -1.9688578E-05  1.2659555E-06  2.0954532E-05  2.4964612E-07  4.1324747E-06 -1.2188854E+00
   ne22     22   8.9751289E-04  1.5586636E-03  6.6115067E-04  3.0736809E-04  1.3038651E-04  3.7242612E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.7932399E-10  1.7932399E-10  0.0000000E+00  3.5362647E-11  0.0000000E+00  0.0000000E+00
   na23     23   1.3130993E-04  3.0087386E-04  1.6956392E-04  5.9332251E-05  3.3439956E-05  2.4902512E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -5.1045790E-05  2.5636493E-03  2.6146951E-03  5.0555106E-04  5.1564793E-04 -8.5882638E-03
