# Minitial =  1.00 msun, Z = 0.0080, Mfinal = 0.577 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
    f19     19  -1.2358470E-10  6.8445949E-08  6.8569534E-08  1.6181076E-07  1.6212219E-07 -8.3505531E-04
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -6.1409082E-09  2.7411495E-04  2.7412109E-04  6.4802595E-04  6.4811739E-04 -6.1276412E-05
   ne21     21   5.4034217E-09  7.0409897E-07  6.9869554E-07  1.6645366E-06  1.6519588E-06  3.2941489E-03
   ne22     22  -1.6202284E-07  2.1882992E-05  2.2045015E-05  5.1732844E-05  5.2122065E-05 -3.2552413E-03
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.9811885E-34  1.9811885E-34  0.0000000E+00  4.6836608E-34  0.0000000E+00  0.0000000E+00
   na23     23   1.6975673E-07  5.8235955E-06  5.6538388E-06  1.3767366E-05  1.3367638E-05  1.2796195E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.4551915E-10  8.7182983E-05  8.7182838E-05  2.0610636E-04  2.0613050E-04 -5.0868908E-05
   mg25     25  -1.0129952E-08  1.1447689E-05  1.1457819E-05  2.7063095E-05  2.7090264E-05 -4.3577587E-04
   mg26     26   9.6397343E-09  1.3152193E-05  1.3142553E-05  3.1092655E-05  3.1073560E-05  2.6680235E-04
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   7.7917134E-10  7.7917134E-10  0.0000000E+00  1.8420128E-09  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.2278178E-10  9.8319551E-06  9.8318324E-06  2.3243394E-05  2.3245864E-05 -4.6157136E-05
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28  -3.6379788E-10  1.1061280E-04  1.1061317E-04  2.6149600E-04  2.6152792E-04 -5.3017699E-05
   si29     29   1.2732926E-11  5.8030450E-06  5.8030323E-06  1.3718784E-05  1.3720383E-05 -5.0635907E-05
   si30     30  -6.8212103E-12  3.9842625E-06  3.9842694E-06  9.4190609E-06  9.4201960E-06 -5.2344581E-05
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.8189894E-12  1.3814207E-06  1.3814189E-06  3.2657701E-06  3.2661540E-06 -5.1024243E-05
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -8.7311491E-11  6.7050096E-05  6.7050183E-05  1.5851087E-04  1.5852990E-04 -5.2137471E-05
    s33     33  -3.4106051E-13  5.4579664E-07  5.4579698E-07  1.2902995E-06  1.2904536E-06 -5.1878582E-05
    s34     34  -4.3655746E-11  3.1647451E-05  3.1647494E-05  7.4816671E-05  7.4825664E-05 -5.2189247E-05
    s35     35   2.1617763E-20  2.1617763E-20  0.0000000E+00  5.1105826E-20  0.0000000E+00  0.0000000E+00
   fe54     54   7.2759576E-12  1.2080617E-05  1.2080610E-05  2.8559380E-05  2.8562754E-05 -5.1309020E-05
   fe55     55   8.1741802E-19  8.1741802E-19  0.0000000E+00  1.9324304E-18  0.0000000E+00  0.0000000E+00
   fe56     56   4.5110937E-10  1.9808147E-04  1.9808102E-04  4.6827772E-04  4.6833229E-04 -5.0610019E-05
   fe57     57  -1.8189894E-11  4.8376028E-06  4.8376210E-06  1.1436414E-05  1.1437815E-05 -5.3224812E-05
   fe58     58   1.0800250E-12  6.2644199E-07  6.2644091E-07  1.4809505E-06  1.4811237E-06 -5.0817129E-05
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59  -5.1159077E-13  5.6898836E-07  5.6898887E-07  1.3451262E-06  1.3452873E-06 -5.2008025E-05
   co60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -2.0918378E-11  8.3770983E-06  8.3771192E-06  1.9804016E-05  1.9806417E-05 -5.2655254E-05
   ni59     59   2.2506916E-24  2.2506916E-24  0.0000000E+00  5.3207840E-24  0.0000000E+00  0.0000000E+00
   ni60     60  -5.4569682E-12  3.3177398E-06  3.3177453E-06  7.8433568E-06  7.8443018E-06 -5.2318694E-05
   ni61     61   2.0438468E-07  3.4999812E-07  1.4561344E-07  8.2741877E-07  3.4428072E-07  3.8081264E-01
   ni62     62  -2.0773470E-07  2.6264766E-07  4.7038236E-07  6.2091647E-07  1.1121472E-06 -2.5312907E-01
# Minitial =  1.25 msun, Z = 0.0080, Mfinal = 0.600 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   6.4906898E-09  2.1234014E-08  1.4743324E-08  3.2667714E-08  2.2684230E-08  1.5839471E-01
      n      1  -9.8737732E-40 -9.8737732E-40  0.0000000E+00 -1.5190426E-39  0.0000000E+00  0.0000000E+00
      p      1  -1.4400542E-02  4.6473736E-01  4.7913790E-01  7.1498060E-01  7.3720652E-01 -1.3294894E-02
      d      2   2.5464757E-18  2.5464757E-18  0.0000000E+00  3.9176552E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.1303543E-04  2.1303543E-04  0.0000000E+00  3.2774682E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.4155000E-02  1.8002293E-01  1.6586792E-01  2.7695835E-01  2.5520611E-01  3.5523411E-02
    li7      7  -3.3100189E-12  1.2091477E-09  1.2124577E-09  1.8602273E-09  1.8655000E-09 -1.2292247E-03
    be7      7   1.6678126E-11  1.6678126E-11  0.0000000E+00  2.5658656E-11  0.0000000E+00  0.0000000E+00
     b8      8   5.0179773E-27  5.0179773E-27  0.0000000E+00  7.7199654E-27  0.0000000E+00  0.0000000E+00
    c12     12  -2.0241062E-04  5.8617140E-04  7.8858202E-04  9.0180221E-04  1.2133204E-03 -1.2886421E-01
    c13     13   1.4376050E-05  2.3866738E-05  9.4906882E-06  3.6718058E-05  1.4602471E-05  4.0045336E-01
    c14     14   6.4099158E-26  6.4099158E-26  0.0000000E+00  9.8614090E-26  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.2780951E-04  5.1513722E-04  2.8732771E-04  7.9251884E-04  4.4208541E-04  2.5350341E-01
    n15     15  -4.5288016E-07  6.8183590E-07  1.1347161E-06  1.0489783E-06  1.7458859E-06 -2.2124934E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -7.7704899E-06  2.4877361E-03  2.4955065E-03  3.8272864E-03  3.8396122E-03 -1.3964091E-03
    o17     17   9.4023858E-07  1.9512383E-06  1.0109998E-06  3.0019053E-06  1.5555346E-06  2.8551731E-01
    o18     18  -8.9235391E-07  4.7436965E-06  5.6360504E-06  7.2979951E-06  8.6716846E-06 -7.4899904E-02
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.9176663E-11  1.0541841E-07  1.0536923E-07  1.6218218E-07  1.6212219E-07  1.6067037E-04
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.1787051E-08  4.2122381E-04  4.2123560E-04  6.4803666E-04  6.4811739E-04 -5.4105043E-05
   ne21     21   1.0502845E-08  1.0841723E-06  1.0736694E-06  1.6679573E-06  1.6519588E-06  4.1857162E-03
   ne22     22  -4.1586827E-07  3.3460201E-05  3.3876069E-05  5.1477233E-05  5.2122065E-05 -5.4064039E-03
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   7.8328743E-33  7.8328743E-33  0.0000000E+00  1.2050576E-32  0.0000000E+00  0.0000000E+00
   na23     23   4.3639375E-07  9.1245183E-06  8.6881246E-06  1.4037721E-05  1.3367638E-05  2.1241935E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   4.6566129E-10  1.3397232E-04  1.3397186E-04  2.0611128E-04  2.0613050E-04 -4.0513431E-05
   mg25     25  -2.2339009E-08  1.7584631E-05  1.7606970E-05  2.7053278E-05  2.7090264E-05 -5.9332326E-04
   mg26     26   2.0330845E-08  2.0216190E-05  2.0195859E-05  3.1101830E-05  3.1073560E-05  3.9494378E-04
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.5902422E-09  2.5902422E-09  0.0000000E+00  3.9849883E-09  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.9922376E-10  1.5108650E-05  1.5108350E-05  2.3244078E-05  2.3245864E-05 -3.3368298E-05
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28  -1.0186341E-10  1.6997661E-04  1.6997672E-04  2.6150249E-04  2.6152792E-04 -4.2247957E-05
   si29     29   1.4551915E-11  8.9174009E-06  8.9173864E-06  1.3719079E-05  1.3720383E-05 -4.1290084E-05
   si30     30  -5.0022209E-12  6.1225305E-06  6.1225355E-06  9.4192783E-06  9.4201960E-06 -4.2299733E-05
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   3.4106051E-12  2.1227982E-06  2.1227947E-06  3.2658434E-06  3.2661540E-06 -4.1290084E-05
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32   1.4551915E-11  1.0303449E-04  1.0303447E-04  1.5851459E-04  1.5852990E-04 -4.1937295E-05
    s33     33   5.6843419E-14  8.3871379E-07  8.3871373E-07  1.2903289E-06  1.2904536E-06 -4.1963183E-05
    s34     34   3.6379788E-12  4.8631980E-05  4.8631977E-05  7.4818432E-05  7.4825664E-05 -4.1989071E-05
    s35     35   3.3541353E-20  3.3541353E-20  0.0000000E+00  5.1602082E-20  0.0000000E+00  0.0000000E+00
   fe54     54   2.5465852E-11  1.8564020E-05  1.8563995E-05  2.8560033E-05  2.8562754E-05 -4.1367748E-05
   fe55     55   1.4279278E-18  1.4279278E-18  0.0000000E+00  2.1968120E-18  0.0000000E+00  0.0000000E+00
   fe56     56  -3.2014214E-10  3.0438622E-04  3.0438654E-04  4.6828651E-04  4.6833229E-04 -4.2455064E-05
   fe57     57  -5.0022209E-12  7.4338559E-06  7.4338609E-06  1.1436702E-05  1.1437815E-05 -4.2273845E-05
   fe58     58  -1.1368684E-13  9.6263727E-07  9.6263739E-07  1.4809805E-06  1.4811237E-06 -4.2014959E-05
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe61     61  -4.4023753E-39 -4.4023753E-39  0.0000000E+00 -6.7728847E-39  0.0000000E+00  0.0000000E+00
   co59     59   0.0000000E+00  8.7435217E-07  8.7435217E-07  1.3451572E-06  1.3452873E-06 -4.1989071E-05
   co60     60   3.3680209E-39  3.3680209E-39  0.0000000E+00  5.1815701E-39  0.0000000E+00  0.0000000E+00
   co61     61  -4.9031101E-36 -4.9031101E-36  0.0000000E+00 -7.5432464E-36  0.0000000E+00  0.0000000E+00
   ni58     58  -1.0913936E-11  1.2872916E-05  1.2872927E-05  1.9804487E-05  1.9806417E-05 -4.2325624E-05
   ni59     59   7.5934489E-24  7.5934489E-24  0.0000000E+00  1.1682229E-23  0.0000000E+00  0.0000000E+00
   ni60     60  -4.0927262E-12  5.0982990E-06  5.0983031E-06  7.8435369E-06  7.8443018E-06 -4.2351508E-05
   ni61     61   3.9593300E-07  6.1969382E-07  2.2376084E-07  9.5337515E-07  3.4428072E-07  4.4235113E-01
   ni62     62  -4.0242466E-07  3.2040114E-07  7.2282580E-07  4.9292487E-07  1.1121472E-06 -3.5338154E-01
# Minitial =  1.50 msun, Z = 0.0080, Mfinal = 0.633 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.0124362E-08  2.9789877E-08  1.9665515E-08  3.4359722E-08  2.2684230E-08  1.8032563E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.7439306E-02  6.2166309E-01  6.3910240E-01  7.1702778E-01  7.3720652E-01 -1.2053180E-02
      d      2   4.0412190E-18  4.0412190E-18  0.0000000E+00  4.6611524E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.9373946E-04  2.9373946E-04  0.0000000E+00  3.3879984E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.6837835E-02  2.3808227E-01  2.2124444E-01  2.7460471E-01  2.5520611E-01  3.1816930E-02
    li7      7  -3.1797842E-10  1.2992691E-09  1.6172476E-09  1.4985804E-09  1.8655000E-09 -9.5115200E-02
    be7      7   8.8152185E-12  8.8152185E-12  0.0000000E+00  1.0167495E-11  0.0000000E+00  0.0000000E+00
     b8      8   4.9783788E-26  4.9783788E-26  0.0000000E+00  5.7420748E-26  0.0000000E+00  0.0000000E+00
    c12     12  -1.0443165E-04  9.4742549E-04  1.0518571E-03  1.0927630E-03  1.2133204E-03 -4.5449514E-02
    c13     13   1.9617975E-05  3.2277214E-05  1.2659239E-05  3.7228619E-05  1.4602471E-05  4.0645060E-01
    c14     14   3.7755729E-11  3.7755729E-11  0.0000000E+00  4.3547554E-11  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.9254932E-04  7.7580399E-04  3.8325466E-04  8.9481432E-04  4.4208541E-04  3.0622676E-01
    n15     15  -7.2081934E-07  7.9273195E-07  1.5135513E-06  9.1433907E-07  1.7458859E-06 -2.8090858E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -8.4168278E-06  3.3202372E-03  3.3286540E-03  3.8295700E-03  3.8396122E-03 -1.1373643E-03
    o17     17   2.9743292E-06  4.3228601E-06  1.3485311E-06  4.9859977E-06  1.5555346E-06  5.0587243E-01
    o18     18  -1.6676831E-06  5.8500127E-06  7.5176958E-06  6.7474198E-06  8.6716846E-06 -1.0896575E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   8.8490424E-09  1.4939675E-07  1.4054771E-07  1.7231460E-07  1.6212219E-07  2.6479624E-02
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.1210795E-07  5.6175678E-04  5.6186889E-04  6.4793171E-04  6.4811739E-04 -1.2445169E-04
   ne21     21   9.3887138E-09  1.4415124E-06  1.4321237E-06  1.6626441E-06  1.6519588E-06  2.8000993E-03
   ne22     22   5.7637080E-06  5.0949606E-05  4.5185898E-05  5.8765407E-05  5.2122065E-05  5.2100137E-02
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.5269104E-28  1.5269104E-28  0.0000000E+00  1.7611423E-28  0.0000000E+00  0.0000000E+00
   na23     23   1.5375972E-06  1.3126330E-05  1.1588733E-05  1.5139944E-05  1.3367638E-05  5.4069590E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.5774276E-08  1.7871536E-04  1.7869959E-04  2.0613075E-04  2.0613050E-04  5.1771906E-07
   mg25     25  -5.4762495E-08  2.3430452E-05  2.3485214E-05  2.7024744E-05  2.7090264E-05 -1.0516472E-03
   mg26     26   1.0655640E-08  2.6949085E-05  2.6938429E-05  3.1083142E-05  3.1073560E-05  1.3391335E-04
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.9182489E-08  2.9182489E-08  0.0000000E+00  3.3659159E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   6.4532287E-08  2.0216941E-05  2.0152409E-05  2.3318271E-05  2.3245864E-05  1.3506465E-03
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.6603735E-08  2.2674158E-04  2.2672498E-04  2.6152431E-04  2.6152792E-04 -6.0055863E-06
   si29     29   1.1550583E-09  1.1895692E-05  1.1894537E-05  1.3720522E-05  1.3720383E-05  4.4005924E-06
   si30     30   2.1709639E-09  8.1687704E-06  8.1665994E-06  9.4218803E-06  9.4201960E-06  7.7650962E-05
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   6.8064019E-19  6.8064019E-19  0.0000000E+00  7.8505215E-19  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   4.2837200E-10  2.8319373E-06  2.8315089E-06  3.2663638E-06  3.2661540E-06  2.7904178E-05
    p32     32   1.7375440E-22  1.7375440E-22  0.0000000E+00  2.0040878E-22  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32   7.7998266E-09  1.3744127E-04  1.3743347E-04  1.5852512E-04  1.5852990E-04 -1.3124384E-05
    s33     33   6.2232175E-10  1.1193482E-06  1.1187259E-06  1.2910591E-06  1.2904536E-06  2.0372655E-04
    s34     34   4.5038178E-09  6.4872707E-05  6.4868203E-05  7.4824347E-05  7.4825664E-05 -7.6364277E-06
    s35     35   6.6571457E-11  6.6571457E-11  0.0000000E+00  7.6783691E-11  0.0000000E+00  0.0000000E+00
   fe54     54  -2.9704097E-09  2.4758781E-05  2.4761752E-05  2.8556842E-05  2.8562754E-05 -8.9885390E-05
   fe55     55   3.3908241E-09  3.3908241E-09  0.0000000E+00  3.9109853E-09  0.0000000E+00  0.0000000E+00
   fe56     56   1.0040822E-08  4.0601878E-04  4.0600874E-04  4.6830310E-04  4.6833229E-04 -2.7077567E-05
   fe57     57   1.4852048E-08  9.9305744E-06  9.9157223E-06  1.1453950E-05  1.1437815E-05  6.1218569E-04
   fe58     58   5.4679958E-09  1.2894906E-06  1.2840226E-06  1.4873017E-06  1.4811237E-06  1.8077325E-03
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   6.3574395E-13  6.3574395E-13  0.0000000E+00  7.3326870E-13  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   2.0670541E-09  1.1683296E-06  1.1662626E-06  1.3475544E-06  1.3452873E-06  7.3128386E-04
