#           k/h    P           
    0.86541E-05    0.36399E+00
    0.87411E-05    0.36752E+00
    0.88289E-05    0.37109E+00
    0.89177E-05    0.37470E+00
    0.90073E-05    0.37834E+00
    0.90978E-05    0.38201E+00
    0.91893E-05    0.38572E+00
    0.92816E-05    0.38947E+00
    0.93749E-05    0.39325E+00
    0.94691E-05    0.39707E+00
    0.95643E-05    0.40093E+00
    0.96604E-05    0.40483E+00
    0.97575E-05    0.40876E+00
    0.98555E-05    0.41273E+00
    0.99546E-05    0.41674E+00
    0.10055E-04    0.42079E+00
    0.10156E-04    0.42487E+00
    0.10258E-04    0.42900E+00
    0.10361E-04    0.43317E+00
    0.10465E-04    0.43738E+00
    0.10570E-04    0.44162E+00
    0.10676E-04    0.44591E+00
    0.10784E-04    0.45025E+00
    0.10892E-04    0.45462E+00
    0.11002E-04    0.45904E+00
    0.11112E-04    0.46349E+00
    0.11224E-04    0.46800E+00
    0.11337E-04    0.47254E+00
    0.11451E-04    0.47713E+00
    0.11566E-04    0.48177E+00
    0.11682E-04    0.48645E+00
    0.11799E-04    0.49117E+00
    0.11918E-04    0.49594E+00
    0.12038E-04    0.50076E+00
    0.12159E-04    0.50563E+00
    0.12281E-04    0.51054E+00
    0.12404E-04    0.51550E+00
    0.12529E-04    0.52050E+00
    0.12655E-04    0.52556E+00
    0.12782E-04    0.53067E+00
    0.12910E-04    0.53582E+00
    0.13040E-04    0.54103E+00
    0.13171E-04    0.54628E+00
    0.13304E-04    0.55159E+00
    0.13437E-04    0.55694E+00
    0.13572E-04    0.56235E+00
    0.13709E-04    0.56782E+00
    0.13847E-04    0.57333E+00
    0.13986E-04    0.57890E+00
    0.14126E-04    0.58453E+00
    0.14268E-04    0.59020E+00
    0.14412E-04    0.59594E+00
    0.14556E-04    0.60173E+00
    0.14703E-04    0.60757E+00
    0.14851E-04    0.61347E+00
    0.15000E-04    0.61943E+00
    0.15151E-04    0.62545E+00
    0.15303E-04    0.63152E+00
    0.15457E-04    0.63766E+00
    0.15612E-04    0.64385E+00
    0.15769E-04    0.65011E+00
    0.15927E-04    0.65642E+00
    0.16087E-04    0.66280E+00
    0.16249E-04    0.66924E+00
    0.16412E-04    0.67574E+00
    0.16577E-04    0.68230E+00
    0.16744E-04    0.68893E+00
    0.16912E-04    0.69562E+00
    0.17082E-04    0.70238E+00
    0.17254E-04    0.70920E+00
    0.17427E-04    0.71609E+00
    0.17602E-04    0.72305E+00
    0.17779E-04    0.73007E+00
    0.17958E-04    0.73716E+00
    0.18138E-04    0.74432E+00
    0.18321E-04    0.75155E+00
    0.18505E-04    0.75885E+00
    0.18691E-04    0.76622E+00
    0.18879E-04    0.77367E+00
    0.19068E-04    0.78118E+00
    0.19260E-04    0.78877E+00
    0.19454E-04    0.79643E+00
    0.19649E-04    0.80417E+00
    0.19847E-04    0.81198E+00
    0.20046E-04    0.81987E+00
    0.20248E-04    0.82783E+00
    0.20451E-04    0.83587E+00
    0.20657E-04    0.84399E+00
    0.20864E-04    0.85219E+00
    0.21074E-04    0.86047E+00
    0.21286E-04    0.86882E+00
    0.21500E-04    0.87726E+00
    0.21716E-04    0.88579E+00
    0.21934E-04    0.89439E+00
    0.22154E-04    0.90308E+00
    0.22377E-04    0.91185E+00
    0.22602E-04    0.92071E+00
    0.22829E-04    0.92965E+00
    0.23059E-04    0.93868E+00
    0.23290E-04    0.94780E+00
    0.23524E-04    0.95701E+00
    0.23761E-04    0.96630E+00
    0.24000E-04    0.97569E+00
    0.24241E-04    0.98517E+00
    0.24484E-04    0.99473E+00
    0.24730E-04    0.10044E+01
    0.24979E-04    0.10142E+01
    0.25230E-04    0.10240E+01
    0.25484E-04    0.10340E+01
    0.25740E-04    0.10440E+01
    0.25998E-04    0.10541E+01
    0.26260E-04    0.10644E+01
    0.26524E-04    0.10747E+01
    0.26790E-04    0.10852E+01
    0.27059E-04    0.10957E+01
    0.27331E-04    0.11063E+01
    0.27606E-04    0.11171E+01
    0.27883E-04    0.11279E+01
    0.28164E-04    0.11389E+01
    0.28447E-04    0.11500E+01
    0.28733E-04    0.11611E+01
    0.29021E-04    0.11724E+01
    0.29313E-04    0.11838E+01
    0.29608E-04    0.11953E+01
    0.29905E-04    0.12069E+01
    0.30206E-04    0.12186E+01
    0.30509E-04    0.12305E+01
    0.30816E-04    0.12424E+01
    0.31126E-04    0.12545E+01
    0.31439E-04    0.12667E+01
    0.31755E-04    0.12790E+01
    0.32074E-04    0.12914E+01
    0.32396E-04    0.13039E+01
    0.32722E-04    0.13166E+01
    0.33050E-04    0.13294E+01
    0.33383E-04    0.13423E+01
    0.33718E-04    0.13553E+01
    0.34057E-04    0.13685E+01
    0.34399E-04    0.13818E+01
    0.34745E-04    0.13952E+01
    0.35094E-04    0.14088E+01
    0.35447E-04    0.14225E+01
    0.35803E-04    0.14363E+01
    0.36163E-04    0.14502E+01
    0.36526E-04    0.14643E+01
    0.36893E-04    0.14785E+01
    0.37264E-04    0.14929E+01
    0.37639E-04    0.15074E+01
    0.38017E-04    0.15220E+01
    0.38399E-04    0.15368E+01
    0.38785E-04    0.15517E+01
    0.39175E-04    0.15668E+01
    0.39569E-04    0.15820E+01
    0.39966E-04    0.15974E+01
    0.40368E-04    0.16129E+01
    0.40774E-04    0.16286E+01
    0.41183E-04    0.16444E+01
    0.41597E-04    0.16604E+01
    0.42015E-04    0.16765E+01
    0.42438E-04    0.16928E+01
    0.42864E-04    0.17092E+01
    0.43295E-04    0.17258E+01
    0.43730E-04    0.17426E+01
    0.44170E-04    0.17595E+01
    0.44613E-04    0.17766E+01
    0.45062E-04    0.17939E+01
    0.45515E-04    0.18113E+01
    0.45972E-04    0.18289E+01
    0.46434E-04    0.18466E+01
    0.46901E-04    0.18646E+01
    0.47372E-04    0.18827E+01
    0.47848E-04    0.19010E+01
    0.48329E-04    0.19194E+01
    0.48815E-04    0.19381E+01
    0.49305E-04    0.19569E+01
    0.49801E-04    0.19759E+01
    0.50301E-04    0.19951E+01
    0.50807E-04    0.20145E+01
    0.51318E-04    0.20340E+01
    0.51833E-04    0.20538E+01
    0.52354E-04    0.20738E+01
    0.52880E-04    0.20939E+01
    0.53412E-04    0.21142E+01
    0.53949E-04    0.21348E+01
    0.54491E-04    0.21555E+01
    0.55039E-04    0.21764E+01
    0.55592E-04    0.21976E+01
    0.56150E-04    0.22189E+01
    0.56715E-04    0.22405E+01
    0.57285E-04    0.22622E+01
    0.57860E-04    0.22842E+01
    0.58442E-04    0.23064E+01
    0.59029E-04    0.23288E+01
    0.59623E-04    0.23514E+01
    0.60222E-04    0.23742E+01
    0.60827E-04    0.23973E+01
    0.61438E-04    0.24206E+01
    0.62056E-04    0.24441E+01
    0.62680E-04    0.24678E+01
    0.63309E-04    0.24918E+01
    0.63946E-04    0.25160E+01
    0.64588E-04    0.25404E+01
    0.65237E-04    0.25651E+01
    0.65893E-04    0.25900E+01
    0.66555E-04    0.26152E+01
    0.67224E-04    0.26406E+01
    0.67900E-04    0.26662E+01
    0.68582E-04    0.26921E+01
    0.69272E-04    0.27182E+01
    0.69968E-04    0.27446E+01
    0.70671E-04    0.27713E+01
    0.71381E-04    0.27982E+01
    0.72099E-04    0.28254E+01
    0.72823E-04    0.28528E+01
    0.73555E-04    0.28805E+01
    0.74294E-04    0.29085E+01
    0.75041E-04    0.29367E+01
    0.75795E-04    0.29653E+01
    0.76557E-04    0.29941E+01
    0.77326E-04    0.30231E+01
    0.78103E-04    0.30525E+01
    0.78888E-04    0.30821E+01
    0.79681E-04    0.31121E+01
    0.80482E-04    0.31423E+01
    0.81291E-04    0.31728E+01
    0.82108E-04    0.32036E+01
    0.82933E-04    0.32347E+01
    0.83767E-04    0.32661E+01
    0.84608E-04    0.32978E+01
    0.85459E-04    0.33299E+01
    0.86318E-04    0.33622E+01
    0.87185E-04    0.33948E+01
    0.88061E-04    0.34278E+01
    0.88946E-04    0.34611E+01
    0.89840E-04    0.34947E+01
    0.90743E-04    0.35286E+01
    0.91655E-04    0.35629E+01
    0.92576E-04    0.35975E+01
    0.93507E-04    0.36324E+01
    0.94447E-04    0.36677E+01
    0.95396E-04    0.37033E+01
    0.96355E-04    0.37392E+01
    0.97323E-04    0.37756E+01
    0.98301E-04    0.38122E+01
    0.99289E-04    0.38492E+01
    0.10029E-03    0.38866E+01
    0.10129E-03    0.39243E+01
    0.10231E-03    0.39624E+01
    0.10334E-03    0.40009E+01
    0.10438E-03    0.40397E+01
    0.10543E-03    0.40790E+01
    0.10649E-03    0.41186E+01
    0.10756E-03    0.41585E+01
    0.10864E-03    0.41989E+01
    0.10973E-03    0.42397E+01
    0.11083E-03    0.42808E+01
    0.11195E-03    0.43224E+01
    0.11307E-03    0.43643E+01
    0.11421E-03    0.44067E+01
    0.11536E-03    0.44495E+01
    0.11652E-03    0.44927E+01
    0.11769E-03    0.45363E+01
    0.11887E-03    0.45803E+01
    0.12007E-03    0.46248E+01
    0.12127E-03    0.46697E+01
    0.12249E-03    0.47150E+01
    0.12372E-03    0.47608E+01
    0.12497E-03    0.48070E+01
    0.12622E-03    0.48536E+01
    0.12749E-03    0.49007E+01
    0.12877E-03    0.49483E+01
    0.13007E-03    0.49963E+01
    0.13137E-03    0.50448E+01
    0.13269E-03    0.50938E+01
    0.13403E-03    0.51432E+01
    0.13537E-03    0.51931E+01
    0.13673E-03    0.52435E+01
    0.13811E-03    0.52944E+01
    0.13950E-03    0.53458E+01
    0.14090E-03    0.53977E+01
    0.14231E-03    0.54501E+01
    0.14374E-03    0.55029E+01
    0.14519E-03    0.55563E+01
    0.14665E-03    0.56103E+01
    0.14812E-03    0.56647E+01
    0.14961E-03    0.57197E+01
    0.15111E-03    0.57752E+01
    0.15263E-03    0.58312E+01
    0.15417E-03    0.58878E+01
    0.15572E-03    0.59449E+01
    0.15728E-03    0.60026E+01
    0.15886E-03    0.60608E+01
    0.16046E-03    0.61196E+01
    0.16207E-03    0.61790E+01
    0.16370E-03    0.62389E+01
    0.16535E-03    0.62994E+01
    0.16701E-03    0.63605E+01
    0.16869E-03    0.64222E+01
    0.17038E-03    0.64845E+01
    0.17209E-03    0.65474E+01
    0.17382E-03    0.66109E+01
    0.17557E-03    0.66750E+01
    0.17733E-03    0.67398E+01
    0.17912E-03    0.68051E+01
    0.18092E-03    0.68711E+01
    0.18273E-03    0.69378E+01
    0.18457E-03    0.70050E+01
    0.18643E-03    0.70730E+01
    0.18830E-03    0.71415E+01
    0.19019E-03    0.72108E+01
    0.19210E-03    0.72807E+01
    0.19403E-03    0.73513E+01
    0.19598E-03    0.74226E+01
    0.19795E-03    0.74945E+01
    0.19994E-03    0.75672E+01
    0.20195E-03    0.76405E+01
    0.20398E-03    0.77146E+01
    0.20603E-03    0.77894E+01
    0.20810E-03    0.78649E+01
    0.21019E-03    0.79411E+01
    0.21231E-03    0.80181E+01
    0.21444E-03    0.80958E+01
    0.21660E-03    0.81742E+01
    0.21877E-03    0.82535E+01
    0.22097E-03    0.83334E+01
    0.22319E-03    0.84142E+01
    0.22544E-03    0.84957E+01
    0.22770E-03    0.85780E+01
    0.22999E-03    0.86611E+01
    0.23230E-03    0.87450E+01
    0.23464E-03    0.88298E+01
    0.23699E-03    0.89153E+01
    0.23938E-03    0.90016E+01
    0.24178E-03    0.90888E+01
    0.24421E-03    0.91769E+01
    0.24667E-03    0.92657E+01
    0.24914E-03    0.93555E+01
    0.25165E-03    0.94461E+01
    0.25418E-03    0.95375E+01
    0.25673E-03    0.96299E+01
    0.25931E-03    0.97231E+01
    0.26192E-03    0.98172E+01
    0.26455E-03    0.99123E+01
    0.26721E-03    0.10008E+02
    0.26990E-03    0.10105E+02
    0.27261E-03    0.10203E+02
    0.27535E-03    0.10302E+02
    0.27811E-03    0.10401E+02
    0.28091E-03    0.10502E+02
    0.28373E-03    0.10604E+02
    0.28658E-03    0.10706E+02
    0.28947E-03    0.10810E+02
    0.29237E-03    0.10914E+02
    0.29531E-03    0.11020E+02
    0.29828E-03    0.11126E+02
    0.30128E-03    0.11234E+02
    0.30431E-03    0.11343E+02
    0.30736E-03    0.11452E+02
    0.31045E-03    0.11563E+02
    0.31357E-03    0.11675E+02
    0.31673E-03    0.11788E+02
    0.31991E-03    0.11902E+02
    0.32312E-03    0.12017E+02
    0.32637E-03    0.12133E+02
    0.32965E-03    0.12250E+02
    0.33296E-03    0.12368E+02
    0.33631E-03    0.12488E+02
    0.33969E-03    0.12609E+02
    0.34310E-03    0.12730E+02
    0.34655E-03    0.12853E+02
    0.35004E-03    0.12977E+02
    0.35355E-03    0.13103E+02
    0.35711E-03    0.13229E+02
    0.36070E-03    0.13357E+02
    0.36432E-03    0.13486E+02
    0.36798E-03    0.13616E+02
    0.37168E-03    0.13747E+02
    0.37542E-03    0.13880E+02
    0.37919E-03    0.14014E+02
    0.38300E-03    0.14149E+02
    0.38685E-03    0.14286E+02
    0.39074E-03    0.14423E+02
    0.39466E-03    0.14562E+02
    0.39863E-03    0.14703E+02
    0.40264E-03    0.14845E+02
    0.40668E-03    0.14988E+02
    0.41077E-03    0.15132E+02
    0.41490E-03    0.15278E+02
    0.41907E-03    0.15425E+02
    0.42328E-03    0.15574E+02
    0.42753E-03    0.15724E+02
    0.43183E-03    0.15875E+02
    0.43617E-03    0.16028E+02
    0.44055E-03    0.16182E+02
    0.44498E-03    0.16338E+02
    0.44945E-03    0.16495E+02
    0.45397E-03    0.16654E+02
    0.45853E-03    0.16814E+02
    0.46314E-03    0.16976E+02
    0.46780E-03    0.17139E+02
    0.47250E-03    0.17304E+02
    0.47725E-03    0.17470E+02
    0.48204E-03    0.17638E+02
    0.48689E-03    0.17808E+02
    0.49178E-03    0.17979E+02
    0.49672E-03    0.18152E+02
    0.50172E-03    0.18326E+02
    0.50676E-03    0.18502E+02
    0.51185E-03    0.18679E+02
    0.51700E-03    0.18859E+02
    0.52219E-03    0.19040E+02
    0.52744E-03    0.19222E+02
    0.53274E-03    0.19407E+02
    0.53809E-03    0.19593E+02
    0.54350E-03    0.19781E+02
    0.54896E-03    0.19970E+02
    0.55448E-03    0.20162E+02
    0.56005E-03    0.20355E+02
    0.56568E-03    0.20550E+02
    0.57137E-03    0.20747E+02
    0.57711E-03    0.20945E+02
    0.58291E-03    0.21146E+02
    0.58877E-03    0.21348E+02
    0.59469E-03    0.21552E+02
    0.60066E-03    0.21758E+02
    0.60670E-03    0.21966E+02
    0.61280E-03    0.22176E+02
    0.61896E-03    0.22388E+02
    0.62518E-03    0.22602E+02
    0.63146E-03    0.22818E+02
    0.63781E-03    0.23036E+02
    0.64422E-03    0.23256E+02
    0.65069E-03    0.23478E+02
    0.65723E-03    0.23702E+02
    0.66384E-03    0.23928E+02
    0.67051E-03    0.24156E+02
    0.67725E-03    0.24386E+02
    0.68405E-03    0.24618E+02
    0.69093E-03    0.24853E+02
    0.69787E-03    0.25089E+02
    0.70488E-03    0.25328E+02
    0.71197E-03    0.25569E+02
    0.71912E-03    0.25812E+02
    0.72635E-03    0.26058E+02
    0.73365E-03    0.26306E+02
    0.74102E-03    0.26555E+02
    0.74847E-03    0.26808E+02
    0.75599E-03    0.27062E+02
    0.76359E-03    0.27319E+02
    0.77127E-03    0.27578E+02
    0.77902E-03    0.27840E+02
    0.78685E-03    0.28104E+02
    0.79476E-03    0.28370E+02
    0.80274E-03    0.28639E+02
    0.81081E-03    0.28910E+02
    0.81896E-03    0.29184E+02
    0.82719E-03    0.29460E+02
    0.83550E-03    0.29738E+02
    0.84390E-03    0.30019E+02
    0.85238E-03    0.30303E+02
    0.86095E-03    0.30589E+02
    0.86960E-03    0.30878E+02
    0.87834E-03    0.31170E+02
    0.88717E-03    0.31464E+02
    0.89608E-03    0.31760E+02
    0.90509E-03    0.32059E+02
    0.91419E-03    0.32361E+02
    0.92337E-03    0.32666E+02
    0.93265E-03    0.32973E+02
    0.94203E-03    0.33284E+02
    0.95149E-03    0.33596E+02
    0.96106E-03    0.33912E+02
    0.97072E-03    0.34231E+02
    0.98047E-03    0.34552E+02
    0.99033E-03    0.34876E+02
    0.10003E-02    0.35203E+02
    0.10103E-02    0.35533E+02
    0.10205E-02    0.35866E+02
    0.10307E-02    0.36202E+02
    0.10411E-02    0.36540E+02
    0.10516E-02    0.36882E+02
    0.10621E-02    0.37226E+02
    0.10728E-02    0.37574E+02
    0.10836E-02    0.37925E+02
    0.10945E-02    0.38279E+02
    0.11055E-02    0.38635E+02
    0.11166E-02    0.38995E+02
    0.11278E-02    0.39359E+02
    0.11391E-02    0.39725E+02
    0.11506E-02    0.40094E+02
    0.11622E-02    0.40467E+02
    0.11738E-02    0.40843E+02
    0.11856E-02    0.41222E+02
    0.11976E-02    0.41604E+02
    0.12096E-02    0.41989E+02
    0.12217E-02    0.42378E+02
    0.12340E-02    0.42771E+02
    0.12464E-02    0.43166E+02
    0.12590E-02    0.43565E+02
    0.12716E-02    0.43967E+02
    0.12844E-02    0.44373E+02
    0.12973E-02    0.44782E+02
    0.13103E-02    0.45195E+02
    0.13235E-02    0.45611E+02
    0.13368E-02    0.46030E+02
    0.13502E-02    0.46454E+02
    0.13638E-02    0.46880E+02
    0.13775E-02    0.47311E+02
    0.13914E-02    0.47744E+02
    0.14053E-02    0.48182E+02
    0.14195E-02    0.48623E+02
    0.14337E-02    0.49068E+02
    0.14481E-02    0.49516E+02
    0.14627E-02    0.49968E+02
    0.14774E-02    0.50424E+02
    0.14922E-02    0.50883E+02
    0.15072E-02    0.51347E+02
    0.15224E-02    0.51814E+02
    0.15377E-02    0.52285E+02
    0.15531E-02    0.52759E+02
    0.15687E-02    0.53238E+02
    0.15845E-02    0.53720E+02
    0.16004E-02    0.54207E+02
    0.16165E-02    0.54697E+02
    0.16328E-02    0.55191E+02
    0.16492E-02    0.55689E+02
    0.16658E-02    0.56191E+02
    0.16825E-02    0.56697E+02
    0.16994E-02    0.57207E+02
    0.17165E-02    0.57721E+02
    0.17337E-02    0.58240E+02
    0.17512E-02    0.58762E+02
    0.17688E-02    0.59288E+02
    0.17865E-02    0.59818E+02
    0.18045E-02    0.60353E+02
    0.18226E-02    0.60892E+02
    0.18409E-02    0.61435E+02
    0.18594E-02    0.61982E+02
    0.18781E-02    0.62533E+02
    0.18970E-02    0.63088E+02
    0.19161E-02    0.63648E+02
    0.19353E-02    0.64212E+02
    0.19548E-02    0.64780E+02
    0.19744E-02    0.65352E+02
    0.19943E-02    0.65929E+02
    0.20143E-02    0.66510E+02
    0.20346E-02    0.67096E+02
    0.20550E-02    0.67685E+02
    0.20757E-02    0.68279E+02
    0.20965E-02    0.68878E+02
    0.21176E-02    0.69481E+02
    0.21389E-02    0.70088E+02
    0.21604E-02    0.70700E+02
    0.21821E-02    0.71316E+02
    0.22040E-02    0.71936E+02
    0.22262E-02    0.72561E+02
    0.22485E-02    0.73191E+02
    0.22711E-02    0.73825E+02
    0.22940E-02    0.74463E+02
    0.23170E-02    0.75106E+02
    0.23403E-02    0.75754E+02
    0.23638E-02    0.76406E+02
    0.23876E-02    0.77062E+02
    0.24116E-02    0.77723E+02
    0.24358E-02    0.78389E+02
    0.24603E-02    0.79059E+02
    0.24850E-02    0.79733E+02
    0.25100E-02    0.80413E+02
    0.25352E-02    0.81097E+02
    0.25607E-02    0.81785E+02
    0.25864E-02    0.82478E+02
    0.26124E-02    0.83175E+02
    0.26387E-02    0.83877E+02
    0.26652E-02    0.84584E+02
    0.26920E-02    0.85295E+02
    0.27190E-02    0.86011E+02
    0.27464E-02    0.86732E+02
    0.27740E-02    0.87457E+02
    0.28018E-02    0.88187E+02
    0.28300E-02    0.88921E+02
    0.28584E-02    0.89660E+02
    0.28872E-02    0.90403E+02
    0.29162E-02    0.91151E+02
    0.29455E-02    0.91903E+02
    0.29751E-02    0.92661E+02
    0.30050E-02    0.93422E+02
    0.30352E-02    0.94188E+02
    0.30657E-02    0.94959E+02
    0.30965E-02    0.95735E+02
    0.31276E-02    0.96514E+02
    0.31591E-02    0.97299E+02
    0.31908E-02    0.98088E+02
    0.32229E-02    0.98881E+02
    0.32553E-02    0.99679E+02
    0.32880E-02    0.10048E+03
    0.33210E-02    0.10129E+03
    0.33544E-02    0.10210E+03
    0.33881E-02    0.10291E+03
    0.34222E-02    0.10373E+03
    0.34566E-02    0.10456E+03
    0.34913E-02    0.10539E+03
    0.35264E-02    0.10622E+03
    0.35618E-02    0.10706E+03
    0.35976E-02    0.10790E+03
    0.36338E-02    0.10874E+03
    0.36703E-02    0.10959E+03
    0.37072E-02    0.11045E+03
    0.37445E-02    0.11131E+03
    0.37821E-02    0.11217E+03
    0.38201E-02    0.11304E+03
    0.38585E-02    0.11391E+03
    0.38973E-02    0.11478E+03
    0.39364E-02    0.11566E+03
    0.39760E-02    0.11654E+03
    0.40160E-02    0.11743E+03
    0.40563E-02    0.11832E+03
    0.40971E-02    0.11922E+03
    0.41383E-02    0.12011E+03
    0.41799E-02    0.12102E+03
    0.42219E-02    0.12192E+03
    0.42643E-02    0.12283E+03
    0.43072E-02    0.12374E+03
    0.43504E-02    0.12466E+03
    0.43942E-02    0.12558E+03
    0.44383E-02    0.12650E+03
    0.44829E-02    0.12743E+03
    0.45280E-02    0.12836E+03
    0.45735E-02    0.12929E+03
    0.46195E-02    0.13023E+03
    0.46659E-02    0.13117E+03
    0.47128E-02    0.13211E+03
    0.47601E-02    0.13306E+03
    0.48080E-02    0.13401E+03
    0.48563E-02    0.13496E+03
    0.49051E-02    0.13591E+03
    0.49544E-02    0.13687E+03
    0.50042E-02    0.13783E+03
    0.50545E-02    0.13879E+03
    0.51053E-02    0.13976E+03
    0.51566E-02    0.14073E+03
    0.52084E-02    0.14170E+03
    0.52608E-02    0.14267E+03
    0.53137E-02    0.14364E+03
    0.53671E-02    0.14462E+03
    0.54210E-02    0.14560E+03
    0.54755E-02    0.14658E+03
    0.55305E-02    0.14756E+03
    0.55861E-02    0.14854E+03
    0.56422E-02    0.14953E+03
    0.56989E-02    0.15052E+03
    0.57562E-02    0.15151E+03
    0.58141E-02    0.15249E+03
    0.58725E-02    0.15349E+03
    0.59315E-02    0.15448E+03
    0.59911E-02    0.15547E+03
    0.60513E-02    0.15646E+03
    0.61122E-02    0.15746E+03
    0.61736E-02    0.15845E+03
    0.62356E-02    0.15945E+03
    0.62983E-02    0.16045E+03
    0.63616E-02    0.16144E+03
    0.64255E-02    0.16244E+03
    0.64901E-02    0.16343E+03
    0.65553E-02    0.16443E+03
    0.66212E-02    0.16543E+03
    0.66878E-02    0.16642E+03
    0.67550E-02    0.16742E+03
    0.68229E-02    0.16841E+03
    0.68914E-02    0.16940E+03
    0.69607E-02    0.17040E+03
    0.70306E-02    0.17139E+03
    0.71013E-02    0.17238E+03
    0.71727E-02    0.17336E+03
    0.72448E-02    0.17435E+03
    0.73176E-02    0.17534E+03
    0.73911E-02    0.17632E+03
    0.74654E-02    0.17730E+03
    0.75404E-02    0.17828E+03
    0.76162E-02    0.17925E+03
    0.76928E-02    0.18023E+03
    0.77701E-02    0.18120E+03
    0.78482E-02    0.18216E+03
    0.79270E-02    0.18313E+03
    0.80067E-02    0.18409E+03
    0.80872E-02    0.18504E+03
    0.81684E-02    0.18600E+03
    0.82505E-02    0.18695E+03
    0.83335E-02    0.18789E+03
    0.84172E-02    0.18883E+03
    0.85018E-02    0.18977E+03
    0.85873E-02    0.19070E+03
    0.86736E-02    0.19162E+03
    0.87607E-02    0.19254E+03
    0.88488E-02    0.19346E+03
    0.89377E-02    0.19437E+03
    0.90275E-02    0.19527E+03
    0.91183E-02    0.19617E+03
    0.92099E-02    0.19706E+03
    0.93025E-02    0.19794E+03
    0.93960E-02    0.19882E+03
    0.94904E-02    0.19969E+03
    0.95858E-02    0.20055E+03
    0.96821E-02    0.20141E+03
    0.97794E-02    0.20226E+03
    0.98777E-02    0.20310E+03
    0.99770E-02    0.20393E+03
    0.10077E-01    0.20475E+03
    0.10179E-01    0.20556E+03
    0.10281E-01    0.20637E+03
    0.10384E-01    0.20716E+03
    0.10489E-01    0.20795E+03
    0.10594E-01    0.20872E+03
    0.10700E-01    0.20949E+03
    0.10808E-01    0.21024E+03
    0.10917E-01    0.21098E+03
    0.11026E-01    0.21172E+03
    0.11137E-01    0.21244E+03
    0.11249E-01    0.21315E+03
    0.11362E-01    0.21384E+03
    0.11476E-01    0.21453E+03
    0.11592E-01    0.21520E+03
    0.11708E-01    0.21586E+03
    0.11826E-01    0.21651E+03
    0.11945E-01    0.21714E+03
    0.12065E-01    0.21776E+03
    0.12186E-01    0.21837E+03
    0.12308E-01    0.21896E+03
    0.12432E-01    0.21954E+03
    0.12557E-01    0.22010E+03
    0.12683E-01    0.22064E+03
    0.12811E-01    0.22118E+03
    0.12939E-01    0.22169E+03
