#           k/h    P           
    0.73012E-05    0.18912E-03
    0.73745E-05    0.19095E-03
    0.74487E-05    0.19281E-03
    0.75235E-05    0.19468E-03
    0.75991E-05    0.19657E-03
    0.76755E-05    0.19848E-03
    0.77526E-05    0.20041E-03
    0.78306E-05    0.20236E-03
    0.79093E-05    0.20432E-03
    0.79888E-05    0.20631E-03
    0.80690E-05    0.20831E-03
    0.81501E-05    0.21033E-03
    0.82320E-05    0.21238E-03
    0.83148E-05    0.21444E-03
    0.83983E-05    0.21652E-03
    0.84827E-05    0.21863E-03
    0.85680E-05    0.22075E-03
    0.86541E-05    0.22289E-03
    0.87411E-05    0.22506E-03
    0.88289E-05    0.22725E-03
    0.89177E-05    0.22945E-03
    0.90073E-05    0.23168E-03
    0.90978E-05    0.23393E-03
    0.91893E-05    0.23621E-03
    0.92816E-05    0.23850E-03
    0.93749E-05    0.24082E-03
    0.94691E-05    0.24316E-03
    0.95643E-05    0.24552E-03
    0.96604E-05    0.24790E-03
    0.97575E-05    0.25031E-03
    0.98555E-05    0.25274E-03
    0.99546E-05    0.25520E-03
    0.10055E-04    0.25768E-03
    0.10156E-04    0.26018E-03
    0.10258E-04    0.26271E-03
    0.10361E-04    0.26526E-03
    0.10465E-04    0.26784E-03
    0.10570E-04    0.27044E-03
    0.10676E-04    0.27306E-03
    0.10784E-04    0.27572E-03
    0.10892E-04    0.27839E-03
    0.11002E-04    0.28110E-03
    0.11112E-04    0.28383E-03
    0.11224E-04    0.28659E-03
    0.11337E-04    0.28937E-03
    0.11451E-04    0.29218E-03
    0.11566E-04    0.29502E-03
    0.11682E-04    0.29789E-03
    0.11799E-04    0.30078E-03
    0.11918E-04    0.30370E-03
    0.12038E-04    0.30665E-03
    0.12159E-04    0.30963E-03
    0.12281E-04    0.31264E-03
    0.12404E-04    0.31567E-03
    0.12529E-04    0.31874E-03
    0.12655E-04    0.32184E-03
    0.12782E-04    0.32496E-03
    0.12910E-04    0.32812E-03
    0.13040E-04    0.33131E-03
    0.13171E-04    0.33453E-03
    0.13304E-04    0.33777E-03
    0.13437E-04    0.34106E-03
    0.13572E-04    0.34437E-03
    0.13709E-04    0.34771E-03
    0.13847E-04    0.35109E-03
    0.13986E-04    0.35450E-03
    0.14126E-04    0.35795E-03
    0.14268E-04    0.36142E-03
    0.14412E-04    0.36493E-03
    0.14556E-04    0.36848E-03
    0.14703E-04    0.37206E-03
    0.14851E-04    0.37567E-03
    0.15000E-04    0.37932E-03
    0.15151E-04    0.38301E-03
    0.15303E-04    0.38673E-03
    0.15457E-04    0.39048E-03
    0.15612E-04    0.39428E-03
    0.15769E-04    0.39811E-03
    0.15927E-04    0.40197E-03
    0.16087E-04    0.40588E-03
    0.16249E-04    0.40982E-03
    0.16412E-04    0.41380E-03
    0.16577E-04    0.41782E-03
    0.16744E-04    0.42188E-03
    0.16912E-04    0.42598E-03
    0.17082E-04    0.43012E-03
    0.17254E-04    0.43429E-03
    0.17427E-04    0.43851E-03
    0.17602E-04    0.44277E-03
    0.17779E-04    0.44707E-03
    0.17958E-04    0.45142E-03
    0.18138E-04    0.45580E-03
    0.18321E-04    0.46023E-03
    0.18505E-04    0.46470E-03
    0.18691E-04    0.46921E-03
    0.18879E-04    0.47377E-03
    0.19068E-04    0.47837E-03
    0.19260E-04    0.48302E-03
    0.19454E-04    0.48771E-03
    0.19649E-04    0.49245E-03
    0.19847E-04    0.49723E-03
    0.20046E-04    0.50206E-03
    0.20248E-04    0.50694E-03
    0.20451E-04    0.51186E-03
    0.20657E-04    0.51684E-03
    0.20864E-04    0.52186E-03
    0.21074E-04    0.52693E-03
    0.21286E-04    0.53204E-03
    0.21500E-04    0.53721E-03
    0.21716E-04    0.54243E-03
    0.21934E-04    0.54770E-03
    0.22154E-04    0.55302E-03
    0.22377E-04    0.55839E-03
    0.22602E-04    0.56382E-03
    0.22829E-04    0.56929E-03
    0.23059E-04    0.57482E-03
    0.23290E-04    0.58041E-03
    0.23524E-04    0.58604E-03
    0.23761E-04    0.59174E-03
    0.24000E-04    0.59749E-03
    0.24241E-04    0.60329E-03
    0.24484E-04    0.60915E-03
    0.24730E-04    0.61507E-03
    0.24979E-04    0.62104E-03
    0.25230E-04    0.62707E-03
    0.25484E-04    0.63317E-03
    0.25740E-04    0.63932E-03
    0.25998E-04    0.64553E-03
    0.26260E-04    0.65180E-03
    0.26524E-04    0.65813E-03
    0.26790E-04    0.66452E-03
    0.27059E-04    0.67098E-03
    0.27331E-04    0.67749E-03
    0.27606E-04    0.68407E-03
    0.27883E-04    0.69072E-03
    0.28164E-04    0.69743E-03
    0.28447E-04    0.70420E-03
    0.28733E-04    0.71104E-03
    0.29021E-04    0.71795E-03
    0.29313E-04    0.72492E-03
    0.29608E-04    0.73197E-03
    0.29905E-04    0.73908E-03
    0.30206E-04    0.74626E-03
    0.30509E-04    0.75350E-03
    0.30816E-04    0.76082E-03
    0.31126E-04    0.76821E-03
    0.31439E-04    0.77568E-03
    0.31755E-04    0.78321E-03
    0.32074E-04    0.79082E-03
    0.32396E-04    0.79850E-03
    0.32722E-04    0.80626E-03
    0.33050E-04    0.81409E-03
    0.33383E-04    0.82200E-03
    0.33718E-04    0.82998E-03
    0.34057E-04    0.83804E-03
    0.34399E-04    0.84618E-03
    0.34745E-04    0.85440E-03
    0.35094E-04    0.86270E-03
    0.35447E-04    0.87108E-03
    0.35803E-04    0.87955E-03
    0.36163E-04    0.88809E-03
    0.36526E-04    0.89672E-03
    0.36893E-04    0.90543E-03
    0.37264E-04    0.91422E-03
    0.37639E-04    0.92310E-03
    0.38017E-04    0.93207E-03
    0.38399E-04    0.94112E-03
    0.38785E-04    0.95026E-03
    0.39175E-04    0.95949E-03
    0.39569E-04    0.96881E-03
    0.39966E-04    0.97822E-03
    0.40368E-04    0.98773E-03
    0.40774E-04    0.99732E-03
    0.41183E-04    0.10070E-02
    0.41597E-04    0.10168E-02
    0.42015E-04    0.10267E-02
    0.42438E-04    0.10366E-02
    0.42864E-04    0.10467E-02
    0.43295E-04    0.10569E-02
    0.43730E-04    0.10671E-02
    0.44170E-04    0.10775E-02
    0.44613E-04    0.10880E-02
    0.45062E-04    0.10985E-02
    0.45515E-04    0.11092E-02
    0.45972E-04    0.11200E-02
    0.46434E-04    0.11309E-02
    0.46901E-04    0.11419E-02
    0.47372E-04    0.11529E-02
    0.47848E-04    0.11641E-02
    0.48329E-04    0.11755E-02
    0.48815E-04    0.11869E-02
    0.49305E-04    0.11984E-02
    0.49801E-04    0.12100E-02
    0.50301E-04    0.12218E-02
    0.50807E-04    0.12337E-02
    0.51318E-04    0.12456E-02
    0.51833E-04    0.12577E-02
    0.52354E-04    0.12700E-02
    0.52880E-04    0.12823E-02
    0.53412E-04    0.12948E-02
    0.53949E-04    0.13073E-02
    0.54491E-04    0.13200E-02
    0.55039E-04    0.13328E-02
    0.55592E-04    0.13458E-02
    0.56150E-04    0.13589E-02
    0.56715E-04    0.13721E-02
    0.57285E-04    0.13854E-02
    0.57860E-04    0.13988E-02
    0.58442E-04    0.14124E-02
    0.59029E-04    0.14262E-02
    0.59623E-04    0.14400E-02
    0.60222E-04    0.14540E-02
    0.60827E-04    0.14681E-02
    0.61438E-04    0.14824E-02
    0.62056E-04    0.14968E-02
    0.62680E-04    0.15113E-02
    0.63309E-04    0.15260E-02
    0.63946E-04    0.15408E-02
    0.64588E-04    0.15558E-02
    0.65237E-04    0.15709E-02
    0.65893E-04    0.15862E-02
    0.66555E-04    0.16016E-02
    0.67224E-04    0.16171E-02
    0.67900E-04    0.16328E-02
    0.68582E-04    0.16487E-02
    0.69272E-04    0.16647E-02
    0.69968E-04    0.16809E-02
    0.70671E-04    0.16972E-02
    0.71381E-04    0.17137E-02
    0.72099E-04    0.17303E-02
    0.72823E-04    0.17471E-02
    0.73555E-04    0.17641E-02
    0.74294E-04    0.17812E-02
    0.75041E-04    0.17985E-02
    0.75795E-04    0.18160E-02
    0.76557E-04    0.18336E-02
    0.77326E-04    0.18515E-02
    0.78103E-04    0.18694E-02
    0.78888E-04    0.18876E-02
    0.79681E-04    0.19059E-02
    0.80482E-04    0.19244E-02
    0.81291E-04    0.19431E-02
    0.82108E-04    0.19620E-02
    0.82933E-04    0.19811E-02
    0.83767E-04    0.20003E-02
    0.84608E-04    0.20197E-02
    0.85459E-04    0.20394E-02
    0.86318E-04    0.20592E-02
    0.87185E-04    0.20792E-02
    0.88061E-04    0.20994E-02
    0.88946E-04    0.21198E-02
    0.89840E-04    0.21403E-02
    0.90743E-04    0.21611E-02
    0.91655E-04    0.21821E-02
    0.92576E-04    0.22033E-02
    0.93507E-04    0.22247E-02
    0.94447E-04    0.22463E-02
    0.95396E-04    0.22681E-02
    0.96355E-04    0.22902E-02
    0.97323E-04    0.23124E-02
    0.98301E-04    0.23349E-02
    0.99289E-04    0.23575E-02
    0.10029E-03    0.23804E-02
    0.10129E-03    0.24036E-02
    0.10231E-03    0.24269E-02
    0.10334E-03    0.24505E-02
    0.10438E-03    0.24743E-02
    0.10543E-03    0.24983E-02
    0.10649E-03    0.25226E-02
    0.10756E-03    0.25471E-02
    0.10864E-03    0.25718E-02
    0.10973E-03    0.25968E-02
    0.11083E-03    0.26220E-02
    0.11195E-03    0.26475E-02
    0.11307E-03    0.26732E-02
    0.11421E-03    0.26991E-02
    0.11536E-03    0.27254E-02
    0.11652E-03    0.27518E-02
    0.11769E-03    0.27786E-02
    0.11887E-03    0.28055E-02
    0.12007E-03    0.28328E-02
    0.12127E-03    0.28603E-02
    0.12249E-03    0.28881E-02
    0.12372E-03    0.29161E-02
    0.12497E-03    0.29444E-02
    0.12622E-03    0.29730E-02
    0.12749E-03    0.30019E-02
    0.12877E-03    0.30311E-02
    0.13007E-03    0.30605E-02
    0.13137E-03    0.30902E-02
    0.13269E-03    0.31202E-02
    0.13403E-03    0.31505E-02
    0.13537E-03    0.31811E-02
    0.13673E-03    0.32120E-02
    0.13811E-03    0.32432E-02
    0.13950E-03    0.32747E-02
    0.14090E-03    0.33065E-02
    0.14231E-03    0.33386E-02
    0.14374E-03    0.33710E-02
    0.14519E-03    0.34038E-02
    0.14665E-03    0.34368E-02
    0.14812E-03    0.34702E-02
    0.14961E-03    0.35039E-02
    0.15111E-03    0.35379E-02
    0.15263E-03    0.35723E-02
    0.15417E-03    0.36070E-02
    0.15572E-03    0.36420E-02
    0.15728E-03    0.36774E-02
    0.15886E-03    0.37131E-02
    0.16046E-03    0.37491E-02
    0.16207E-03    0.37855E-02
    0.16370E-03    0.38223E-02
    0.16535E-03    0.38594E-02
    0.16701E-03    0.38969E-02
    0.16869E-03    0.39347E-02
    0.17038E-03    0.39729E-02
    0.17209E-03    0.40115E-02
    0.17382E-03    0.40504E-02
    0.17557E-03    0.40898E-02
    0.17733E-03    0.41295E-02
    0.17912E-03    0.41696E-02
    0.18092E-03    0.42101E-02
    0.18273E-03    0.42509E-02
    0.18457E-03    0.42922E-02
    0.18643E-03    0.43339E-02
    0.18830E-03    0.43760E-02
    0.19019E-03    0.44184E-02
    0.19210E-03    0.44613E-02
    0.19403E-03    0.45046E-02
    0.19598E-03    0.45484E-02
    0.19795E-03    0.45925E-02
    0.19994E-03    0.46371E-02
    0.20195E-03    0.46821E-02
    0.20398E-03    0.47276E-02
    0.20603E-03    0.47735E-02
    0.20810E-03    0.48198E-02
    0.21019E-03    0.48666E-02
    0.21231E-03    0.49139E-02
    0.21444E-03    0.49616E-02
    0.21660E-03    0.50097E-02
    0.21877E-03    0.50583E-02
    0.22097E-03    0.51074E-02
    0.22319E-03    0.51570E-02
    0.22544E-03    0.52071E-02
    0.22770E-03    0.52576E-02
    0.22999E-03    0.53087E-02
    0.23230E-03    0.53602E-02
    0.23464E-03    0.54122E-02
    0.23699E-03    0.54647E-02
    0.23938E-03    0.55178E-02
    0.24178E-03    0.55713E-02
    0.24421E-03    0.56254E-02
    0.24667E-03    0.56800E-02
    0.24914E-03    0.57351E-02
    0.25165E-03    0.57908E-02
    0.25418E-03    0.58470E-02
    0.25673E-03    0.59037E-02
    0.25931E-03    0.59610E-02
    0.26192E-03    0.60188E-02
    0.26455E-03    0.60772E-02
    0.26721E-03    0.61362E-02
    0.26990E-03    0.61958E-02
    0.27261E-03    0.62559E-02
    0.27535E-03    0.63166E-02
    0.27811E-03    0.63779E-02
    0.28091E-03    0.64397E-02
    0.28373E-03    0.65022E-02
    0.28658E-03    0.65653E-02
    0.28947E-03    0.66290E-02
    0.29237E-03    0.66933E-02
    0.29531E-03    0.67583E-02
    0.29828E-03    0.68238E-02
    0.30128E-03    0.68900E-02
    0.30431E-03    0.69568E-02
    0.30736E-03    0.70243E-02
    0.31045E-03    0.70925E-02
    0.31357E-03    0.71613E-02
    0.31673E-03    0.72307E-02
    0.31991E-03    0.73008E-02
    0.32312E-03    0.73717E-02
    0.32637E-03    0.74432E-02
    0.32965E-03    0.75153E-02
    0.33296E-03    0.75882E-02
    0.33631E-03    0.76618E-02
    0.33969E-03    0.77361E-02
    0.34310E-03    0.78111E-02
    0.34655E-03    0.78869E-02
    0.35004E-03    0.79633E-02
    0.35355E-03    0.80405E-02
    0.35711E-03    0.81185E-02
    0.36070E-03    0.81972E-02
    0.36432E-03    0.82767E-02
    0.36798E-03    0.83569E-02
    0.37168E-03    0.84379E-02
    0.37542E-03    0.85197E-02
    0.37919E-03    0.86023E-02
    0.38300E-03    0.86857E-02
    0.38685E-03    0.87699E-02
    0.39074E-03    0.88549E-02
    0.39466E-03    0.89407E-02
    0.39863E-03    0.90273E-02
    0.40264E-03    0.91148E-02
    0.40668E-03    0.92031E-02
    0.41077E-03    0.92923E-02
    0.41490E-03    0.93823E-02
    0.41907E-03    0.94732E-02
    0.42328E-03    0.95650E-02
    0.42753E-03    0.96577E-02
    0.43183E-03    0.97512E-02
    0.43617E-03    0.98457E-02
    0.44055E-03    0.99410E-02
    0.44498E-03    0.10037E-01
    0.44945E-03    0.10135E-01
    0.45397E-03    0.10233E-01
    0.45853E-03    0.10332E-01
    0.46314E-03    0.10432E-01
    0.46780E-03    0.10533E-01
    0.47250E-03    0.10635E-01
    0.47725E-03    0.10738E-01
    0.48204E-03    0.10842E-01
    0.48689E-03    0.10947E-01
    0.49178E-03    0.11053E-01
    0.49672E-03    0.11160E-01
    0.50172E-03    0.11268E-01
    0.50676E-03    0.11377E-01
    0.51185E-03    0.11487E-01
    0.51700E-03    0.11598E-01
    0.52219E-03    0.11710E-01
    0.52744E-03    0.11823E-01
    0.53274E-03    0.11938E-01
    0.53809E-03    0.12053E-01
    0.54350E-03    0.12170E-01
    0.54896E-03    0.12287E-01
    0.55448E-03    0.12406E-01
    0.56005E-03    0.12526E-01
    0.56568E-03    0.12647E-01
    0.57137E-03    0.12769E-01
    0.57711E-03    0.12893E-01
    0.58291E-03    0.13018E-01
    0.58877E-03    0.13143E-01
    0.59469E-03    0.13270E-01
    0.60066E-03    0.13399E-01
    0.60670E-03    0.13528E-01
    0.61280E-03    0.13659E-01
    0.61896E-03    0.13791E-01
    0.62518E-03    0.13924E-01
    0.63146E-03    0.14058E-01
    0.63781E-03    0.14194E-01
    0.64422E-03    0.14331E-01
    0.65069E-03    0.14469E-01
    0.65723E-03    0.14609E-01
    0.66384E-03    0.14750E-01
    0.67051E-03    0.14892E-01
    0.67725E-03    0.15036E-01
    0.68405E-03    0.15181E-01
    0.69093E-03    0.15327E-01
    0.69787E-03    0.15475E-01
    0.70488E-03    0.15624E-01
    0.71197E-03    0.15775E-01
    0.71912E-03    0.15927E-01
    0.72635E-03    0.16081E-01
    0.73365E-03    0.16236E-01
    0.74102E-03    0.16392E-01
    0.74847E-03    0.16550E-01
    0.75599E-03    0.16709E-01
    0.76359E-03    0.16870E-01
    0.77127E-03    0.17033E-01
    0.77902E-03    0.17197E-01
    0.78685E-03    0.17362E-01
    0.79476E-03    0.17529E-01
    0.80274E-03    0.17698E-01
    0.81081E-03    0.17868E-01
    0.81896E-03    0.18040E-01
    0.82719E-03    0.18214E-01
    0.83550E-03    0.18389E-01
    0.84390E-03    0.18565E-01
    0.85238E-03    0.18744E-01
    0.86095E-03    0.18924E-01
    0.86960E-03    0.19106E-01
    0.87834E-03    0.19289E-01
    0.88717E-03    0.19474E-01
    0.89608E-03    0.19661E-01
    0.90509E-03    0.19850E-01
    0.91419E-03    0.20040E-01
    0.92337E-03    0.20233E-01
    0.93265E-03    0.20427E-01
    0.94203E-03    0.20623E-01
    0.95149E-03    0.20820E-01
    0.96106E-03    0.21020E-01
    0.97072E-03    0.21221E-01
    0.98047E-03    0.21424E-01
    0.99033E-03    0.21629E-01
    0.10003E-02    0.21836E-01
    0.10103E-02    0.22045E-01
    0.10205E-02    0.22256E-01
    0.10307E-02    0.22469E-01
    0.10411E-02    0.22684E-01
    0.10516E-02    0.22901E-01
    0.10621E-02    0.23119E-01
    0.10728E-02    0.23340E-01
    0.10836E-02    0.23563E-01
    0.10945E-02    0.23788E-01
    0.11055E-02    0.24015E-01
    0.11166E-02    0.24244E-01
    0.11278E-02    0.24475E-01
    0.11391E-02    0.24708E-01
    0.11506E-02    0.24944E-01
    0.11622E-02    0.25181E-01
    0.11738E-02    0.25421E-01
    0.11856E-02    0.25663E-01
    0.11976E-02    0.25907E-01
    0.12096E-02    0.26153E-01
    0.12217E-02    0.26402E-01
    0.12340E-02    0.26653E-01
    0.12464E-02    0.26906E-01
    0.12590E-02    0.27161E-01
    0.12716E-02    0.27419E-01
    0.12844E-02    0.27679E-01
    0.12973E-02    0.27941E-01
    0.13103E-02    0.28206E-01
    0.13235E-02    0.28473E-01
    0.13368E-02    0.28742E-01
    0.13502E-02    0.29014E-01
    0.13638E-02    0.29288E-01
    0.13775E-02    0.29565E-01
    0.13914E-02    0.29844E-01
    0.14053E-02    0.30126E-01
    0.14195E-02    0.30410E-01
    0.14337E-02    0.30696E-01
    0.14481E-02    0.30986E-01
    0.14627E-02    0.31277E-01
    0.14774E-02    0.31572E-01
    0.14922E-02    0.31869E-01
    0.15072E-02    0.32168E-01
    0.15224E-02    0.32470E-01
    0.15377E-02    0.32775E-01
    0.15531E-02    0.33082E-01
    0.15687E-02    0.33392E-01
    0.15845E-02    0.33705E-01
    0.16004E-02    0.34021E-01
    0.16165E-02    0.34339E-01
    0.16328E-02    0.34660E-01
    0.16492E-02    0.34983E-01
    0.16658E-02    0.35310E-01
    0.16825E-02    0.35639E-01
    0.16994E-02    0.35971E-01
    0.17165E-02    0.36306E-01
    0.17337E-02    0.36643E-01
    0.17512E-02    0.36984E-01
    0.17688E-02    0.37327E-01
    0.17865E-02    0.37674E-01
    0.18045E-02    0.38023E-01
    0.18226E-02    0.38375E-01
    0.18409E-02    0.38730E-01
    0.18594E-02    0.39088E-01
    0.18781E-02    0.39449E-01
    0.18970E-02    0.39812E-01
    0.19161E-02    0.40179E-01
    0.19353E-02    0.40549E-01
    0.19548E-02    0.40922E-01
    0.19744E-02    0.41298E-01
    0.19943E-02    0.41677E-01
    0.20143E-02    0.42059E-01
    0.20346E-02    0.42444E-01
    0.20550E-02    0.42832E-01
    0.20757E-02    0.43223E-01
    0.20965E-02    0.43618E-01
    0.21176E-02    0.44015E-01
    0.21389E-02    0.44416E-01
    0.21604E-02    0.44819E-01
    0.21821E-02    0.45226E-01
    0.22040E-02    0.45636E-01
    0.22262E-02    0.46050E-01
    0.22485E-02    0.46466E-01
    0.22711E-02    0.46886E-01
    0.22940E-02    0.47308E-01
    0.23170E-02    0.47734E-01
    0.23403E-02    0.48164E-01
    0.23638E-02    0.48596E-01
    0.23876E-02    0.49032E-01
    0.24116E-02    0.49471E-01
    0.24358E-02    0.49913E-01
    0.24603E-02    0.50358E-01
    0.24850E-02    0.50807E-01
    0.25100E-02    0.51259E-01
    0.25352E-02    0.51714E-01
    0.25607E-02    0.52172E-01
    0.25864E-02    0.52634E-01
    0.26124E-02    0.53099E-01
    0.26387E-02    0.53567E-01
    0.26652E-02    0.54038E-01
    0.26920E-02    0.54513E-01
    0.27190E-02    0.54991E-01
    0.27464E-02    0.55472E-01
    0.27740E-02    0.55957E-01
    0.28018E-02    0.56445E-01
    0.28300E-02    0.56936E-01
    0.28584E-02    0.57430E-01
    0.28872E-02    0.57928E-01
    0.29162E-02    0.58429E-01
    0.29455E-02    0.58933E-01
    0.29751E-02    0.59440E-01
    0.30050E-02    0.59951E-01
    0.30352E-02    0.60465E-01
    0.30657E-02    0.60982E-01
    0.30965E-02    0.61502E-01
    0.31276E-02    0.62025E-01
    0.31591E-02    0.62552E-01
    0.31908E-02    0.63082E-01
    0.32229E-02    0.63614E-01
    0.32553E-02    0.64150E-01
    0.32880E-02    0.64690E-01
    0.33210E-02    0.65232E-01
    0.33544E-02    0.65777E-01
    0.33881E-02    0.66326E-01
    0.34222E-02    0.66877E-01
    0.34566E-02    0.67432E-01
    0.34913E-02    0.67990E-01
    0.35264E-02    0.68550E-01
    0.35618E-02    0.69114E-01
    0.35976E-02    0.69680E-01
    0.36338E-02    0.70250E-01
    0.36703E-02    0.70822E-01
    0.37072E-02    0.71398E-01
    0.37445E-02    0.71976E-01
    0.37821E-02    0.72557E-01
    0.38201E-02    0.73140E-01
    0.38585E-02    0.73727E-01
    0.38973E-02    0.74316E-01
    0.39364E-02    0.74908E-01
    0.39760E-02    0.75503E-01
    0.40160E-02    0.76100E-01
    0.40563E-02    0.76700E-01
    0.40971E-02    0.77303E-01
    0.41383E-02    0.77908E-01
    0.41799E-02    0.78515E-01
    0.42219E-02    0.79125E-01
    0.42643E-02    0.79738E-01
    0.43072E-02    0.80352E-01
    0.43504E-02    0.80970E-01
    0.43942E-02    0.81589E-01
    0.44383E-02    0.82211E-01
    0.44829E-02    0.82835E-01
    0.45280E-02    0.83461E-01
    0.45735E-02    0.84089E-01
    0.46195E-02    0.84719E-01
    0.46659E-02    0.85352E-01
    0.47128E-02    0.85986E-01
    0.47601E-02    0.86622E-01
    0.48080E-02    0.87260E-01
    0.48563E-02    0.87900E-01
    0.49051E-02    0.88542E-01
    0.49544E-02    0.89185E-01
    0.50042E-02    0.89830E-01
    0.50545E-02    0.90477E-01
    0.51053E-02    0.91125E-01
    0.51566E-02    0.91775E-01
    0.52084E-02    0.92426E-01
    0.52608E-02    0.93079E-01
    0.53137E-02    0.93733E-01
    0.53671E-02    0.94388E-01
    0.54210E-02    0.95044E-01
    0.54755E-02    0.95702E-01
    0.55305E-02    0.96360E-01
    0.55861E-02    0.97020E-01
    0.56422E-02    0.97680E-01
    0.56989E-02    0.98342E-01
    0.57562E-02    0.99004E-01
    0.58141E-02    0.99667E-01
    0.58725E-02    0.10033E+00
    0.59315E-02    0.10099E+00
    0.59911E-02    0.10166E+00
    0.60513E-02    0.10232E+00
    0.61122E-02    0.10299E+00
    0.61736E-02    0.10366E+00
    0.62356E-02    0.10432E+00
    0.62983E-02    0.10499E+00
    0.63616E-02    0.10565E+00
    0.64255E-02    0.10632E+00
    0.64901E-02    0.10699E+00
    0.65553E-02    0.10765E+00
    0.66212E-02    0.10832E+00
    0.66878E-02    0.10898E+00
    0.67550E-02    0.10965E+00
    0.68229E-02    0.11031E+00
    0.68914E-02    0.11097E+00
    0.69607E-02    0.11164E+00
    0.70306E-02    0.11230E+00
    0.71013E-02    0.11296E+00
    0.71727E-02    0.11362E+00
    0.72448E-02    0.11428E+00
    0.73176E-02    0.11494E+00
    0.73911E-02    0.11559E+00
    0.74654E-02    0.11625E+00
    0.75404E-02    0.11690E+00
    0.76162E-02    0.11755E+00
    0.76928E-02    0.11820E+00
    0.77701E-02    0.11885E+00
    0.78482E-02    0.11949E+00
    0.79270E-02    0.12014E+00
    0.80067E-02    0.12078E+00
    0.80872E-02    0.12142E+00
    0.81684E-02    0.12205E+00
    0.82505E-02    0.12269E+00
    0.83335E-02    0.12332E+00
    0.84172E-02    0.12394E+00
    0.85018E-02    0.12457E+00
    0.85873E-02    0.12519E+00
    0.86736E-02    0.12581E+00
    0.87607E-02    0.12642E+00
    0.88488E-02    0.12703E+00
    0.89377E-02    0.12764E+00
    0.90275E-02    0.12824E+00
    0.91183E-02    0.12884E+00
    0.92099E-02    0.12944E+00
    0.93025E-02    0.13003E+00
    0.93960E-02    0.13061E+00
    0.94904E-02    0.13119E+00
    0.95858E-02    0.13177E+00
    0.96821E-02    0.13234E+00
    0.97794E-02    0.13291E+00
    0.98777E-02    0.13347E+00
    0.99770E-02    0.13402E+00
    0.10077E-01    0.13457E+00
    0.10179E-01    0.13511E+00
    0.10281E-01    0.13565E+00
    0.10384E-01    0.13618E+00
    0.10489E-01    0.13670E+00
    0.10594E-01    0.13722E+00
    0.10700E-01    0.13773E+00
    0.10808E-01    0.13824E+00
    0.10917E-01    0.13873E+00
    0.11026E-01    0.13922E+00
    0.11137E-01    0.13970E+00
    0.11249E-01    0.14018E+00
    0.11362E-01    0.14064E+00
    0.11476E-01    0.14110E+00
    0.11592E-01    0.14155E+00
    0.11708E-01    0.14199E+00
    0.11826E-01    0.14242E+00
    0.11945E-01    0.14284E+00
    0.12065E-01    0.14326E+00
    0.12186E-01    0.14366E+00
    0.12308E-01    0.14406E+00
    0.12432E-01    0.14444E+00
    0.12557E-01    0.14482E+00
    0.12683E-01    0.14518E+00
    0.12811E-01    0.14554E+00
    0.12939E-01    0.14588E+00
